"","Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","Dom_PoS_SUBTLEX","Freq_dom_PoS_SUBTLEX","Percentage_dom_PoS","All_PoS_SUBTLEX","All_freqs_SUBTLEX","Zipfvalue"
"5501","behead",9,8,8,7,0.176470588235294,1,0.0953743443013829,0.954242509439325,"Noun",9,1,"Noun","9",2.29183414214446
"5505","behemoth",10,9,10,9,0.196078431372549,1.04139268515823,0.107296137339056,1,"Noun",10,1,"Noun","10",2.33322682730268
"5506","behemoths",3,2,3,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242
"5507","behest",19,19,19,19,0.372549019607843,1.30102999566398,0.226514067715784,1.30102999566398,"Noun",19,1,"Noun","19",2.59286413780844
"5509","behinds",19,18,19,18,0.372549019607843,1.30102999566398,0.214592274678112,1.27875360095283,"Noun",19,1,"Noun","19",2.59286413780844
"5513","beholder",15,15,15,15,0.294117647058824,1.20411998265592,0.178826895565093,1.20411998265592,"Noun",15,1,"Noun","15",2.49595412480038
"5523","beiges",3,2,2,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242
"5524","beignets",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5527","beings",599,441,573,437,11.7450980392157,2.77815125038364,5.25751072961373,2.64542226934909,"Noun",603,1,"Noun","603",4.0699853925281
"5529","bejesus",14,14,14,14,0.274509803921569,1.17609125905568,0.16690510252742,1.17609125905568,"Noun",14,1,"Noun","14",2.46792540120014
"5533","belabor",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"5544","beldame",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",1,1,"Noun","1",1.76895539686412
"5548","belfries",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5549","belfry",13,13,12,12,0.254901960784314,1.14612803567824,0.154983309489747,1.14612803567824,"Noun",13,1,"Noun","13",2.4379621778227
"5551","belgians",8,5,0,0,0.156862745098039,0.954242509439325,0.0596089651883643,0.778151250383644,"Noun",8,1,"Noun","8",2.24607665158378
"5557","belief",388,311,375,303,7.6078431372549,2.58994960132571,3.70767763471626,2.49415459401844,"Noun",388,1,"Noun","388",3.88178374347017
"5558","beliefs",199,164,199,164,3.90196078431373,2.30102999566398,1.95517405817835,2.21748394421391,"Noun",199,1,"Noun","199",3.59286413780844
"5565","believer",174,139,168,136,3.41176470588235,2.24303804868629,1.65712923223653,2.14612803567824,"Noun",174,1,"Noun","174",3.53487219083075
"5566","believers",44,40,43,40,0.862745098039216,1.65321251377534,0.476871721506915,1.61278385671974,"Noun",44,1,"Noun","44",2.9450466559198
"5577","belladonna",11,7,10,7,0.215686274509804,1.07918124604762,0.0834525512637101,0.903089986991944,"Noun",11,1,"Noun","11",2.37101538819208
"5580","bellboys",13,11,11,11,0.254901960784314,1.14612803567824,0.131139723414402,1.07918124604762,"Noun",13,1,"Noun","13",2.4379621778227
"5587","bellhops",8,7,8,7,0.156862745098039,0.954242509439325,0.0834525512637101,0.903089986991944,"Noun",8,1,"Noun","8",2.24607665158378
"5591","bellies",87,68,82,65,1.70588235294118,1.94448267215017,0.810681926561755,1.83884909073726,"Noun",87,1,"Noun","87",3.23631681429463
"5599","bellmen",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5611","bellyache",15,14,15,14,0.294117647058824,1.20411998265592,0.16690510252742,1.17609125905568,"Noun",15,1,"Noun","15",2.49595412480038
"5612","bellyaches",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"5614","bellyband",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5617","bellyful",30,30,30,30,0.588235294117647,1.49136169383427,0.357653791130186,1.49136169383427,"Noun",30,1,"Noun","30",2.78319583597873
"5622","belongings",154,135,153,135,3.01960784313725,2.19033169817029,1.60944206008584,2.13353890837022,"Noun",154,1,"Noun","154",3.48216584031475
"5625","beloveds",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5631","belter",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5634","beltline",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5646","bemusement",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5649","bench",493,342,474,330,9.66666666666667,2.69372694892365,4.07725321888412,2.53529412004277,"Noun",493,1,"Noun","493",3.98556109106811
"5651","benches",30,28,30,28,0.588235294117647,1.49136169383427,0.33381020505484,1.46239799789896,"Noun",30,1,"Noun","30",2.78319583597873
"5653","benchmark",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"5655","benchmarks",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5667","benedicite",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5675","benefactor",86,59,75,58,1.68627450980392,1.93951925261862,0.703385789222699,1.77815125038364,"Noun",86,1,"Noun","86",3.23135339476308
"5689","benefits",379,282,359,276,7.43137254901961,2.57978359661681,3.36194563662375,2.45178643552429,"Noun",379,1,"Noun","379",3.87161773876127
"5699","bengaline",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5707","benison",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5715","bennies",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364
"5721","bentwood",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5726","benzenes",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"5729","benzo",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5730","benzoate",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5738","bequest",10,8,9,8,0.196078431372549,1.04139268515823,0.0953743443013829,0.954242509439325,"Noun",10,1,"Noun","10",2.33322682730268
"5739","bequests",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5740","ber",6,5,4,3,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Noun",15,1,"Noun","15",2.13693218215872
"5745","berbers",2,1,0,0,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"5746","bere",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5752","beret",48,40,27,23,0.941176470588235,1.69019608002851,0.476871721506915,1.61278385671974,"Noun",47,1,"Noun","47",2.98203022217297
"5753","berets",31,20,7,6,0.607843137254902,1.50514997831991,0.238435860753457,1.32221929473392,"Noun",32,1,"Noun","32",2.79698412046437
"5762","bergs",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5763","beriberi",6,2,6,2,0.117647058823529,0.845098040014257,0.0238435860753457,0.477121254719662,"Noun",6,1,"Noun","6",2.13693218215872
"5767","berkelium",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5771","berliner",2,2,0,0,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5772","berliners",3,3,0,0,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"5775","berms",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5781","berretta",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5792","berths",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364
"5797","beryllium",25,5,21,5,0.490196078431373,1.41497334797082,0.0596089651883643,0.778151250383644,"Noun",25,1,"Noun","25",2.70680749011528
"5815","besoin",6,4,6,4,0.117647058823529,0.845098040014257,0.0476871721506915,0.698970004336019,"Noun",6,1,"Noun","6",2.13693218215872
"5823","bespin",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5827","bestead",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5831","bestiality",18,11,15,9,0.352941176470588,1.27875360095283,0.131139723414402,1.07918124604762,"Noun",18,1,"Noun","18",2.57058774309729
"5835","bestowment",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5837","bestride",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5841","bestseller",35,29,35,29,0.686274509803922,1.55630250076729,0.345731998092513,1.47712125471966,"Noun",35,1,"Noun","35",2.84813664291175
"5845","beta",175,100,53,38,3.43137254901961,2.24551266781415,1.19217930376729,2.00432137378264,"Noun",175,1,"Noun","175",3.53734680995861
"5847","betas",3,3,0,0,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"5849","bete",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5859","betimes",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5865","betrayal",216,191,201,178,4.23529411764706,2.33645973384853,2.27706247019552,2.28330122870355,"Noun",217,1,"Noun","217",3.62829387599299
"5866","betrayals",9,8,8,7,0.176470588235294,1,0.0953743443013829,0.954242509439325,"Noun",9,1,"Noun","9",2.29183414214446
"5868","betrayer",19,14,12,12,0.372549019607843,1.30102999566398,0.16690510252742,1.17609125905568,"Noun",19,1,"Noun","19",2.59286413780844
"5869","betrayers",4,4,3,3,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"5872","betroth",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5873","betrothal",11,9,11,9,0.215686274509804,1.07918124604762,0.107296137339056,1,"Noun",11,1,"Noun","11",2.37101538819208
"5876","betta",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5881","betterment",13,11,13,11,0.254901960784314,1.14612803567824,0.131139723414402,1.07918124604762,"Noun",13,1,"Noun","13",2.4379621778227
"5886","bettors",10,6,10,6,0.196078431372549,1.04139268515823,0.0715307582260372,0.845098040014257,"Noun",10,1,"Noun","10",2.33322682730268
"5889","betweens",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5892","beurre",3,2,3,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242
"5896","bevels",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5897","beverage",119,99,112,92,2.33333333333333,2.07918124604762,1.18025751072961,2,"Noun",119,1,"Noun","119",3.37101538819208
"5898","beverages",61,52,49,47,1.19607843137255,1.79239168949825,0.619933237958989,1.72427586960079,"Noun",61,1,"Noun","61",3.08422583164271
"5899","bevies",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5900","bevil",4,1,0,0,0.0784313725490196,0.698970004336019,0.0119217930376729,0.301029995663981,"Noun",4,1,"Noun","4",1.99080414648048
"5901","bevvy",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5902","bevy",10,9,10,9,0.196078431372549,1.04139268515823,0.107296137339056,1,"Noun",10,1,"Noun","10",2.33322682730268
"5913","bewitcher",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5921","beyonds",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5923","bezants",3,1,2,1,0.0588235294117647,0.602059991327962,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.89389413347242
"5924","bezel",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5925","bezels",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5926","bezique",3,1,2,1,0.0588235294117647,0.602059991327962,0.0119217930376729,0.301029995663981,"Noun",3,1,"Noun","3",1.89389413347242
"5927","bezoar",4,2,4,2,0.0784313725490196,0.698970004336019,0.0238435860753457,0.477121254719662,"Noun",4,1,"Noun","4",1.99080414648048
"5930","bhaji",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5932","bhisti",7,2,6,2,0.137254901960784,0.903089986991944,0.0238435860753457,0.477121254719662,"Noun",7,1,"Noun","7",2.1949241291364
"5936","bialys",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5942","biases",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5943","biathlon",7,5,7,5,0.137254901960784,0.903089986991944,0.0596089651883643,0.778151250383644,"Noun",7,1,"Noun","7",2.1949241291364
"5946","bibble",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5949","bibelots",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"5951","bible",935,520,104,76,18.3333333333333,2.97127584873811,6.19933237958989,2.71683772329952,"Noun",935,1,"Noun","935",4.26310999088257
"5952","bibles",60,44,13,11,1.17647058823529,1.78532983501077,0.524558893657606,1.65321251377534,"Noun",60,1,"Noun","60",3.07716397715523
"5966","biceps",48,38,46,37,0.941176470588235,1.69019608002851,0.453028135431569,1.5910646070265,"Noun",48,1,"Noun","48",2.98203022217297
"5971","biconvex",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5974","bicuspids",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"5976","bicycles",19,18,16,15,0.372549019607843,1.30102999566398,0.214592274678112,1.27875360095283,"Noun",19,1,"Noun","19",2.59286413780844
"5980","bidder",88,69,88,69,1.72549019607843,1.94939000664491,0.822603719599428,1.84509804001426,"Noun",88,1,"Noun","88",3.24122414878937
"5981","bidders",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872
"5982","biddies",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364
"5987","bidet",18,11,15,11,0.352941176470588,1.27875360095283,0.131139723414402,1.07918124604762,"Noun",18,1,"Noun","18",2.57058774309729
"5988","bidets",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"5993","biennial",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"5996","bier",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"6006","bigamist",15,12,15,12,0.294117647058824,1.20411998265592,0.143061516452074,1.11394335230684,"Noun",15,1,"Noun","15",2.49595412480038
"6008","bigamy",26,13,19,12,0.509803921568627,1.43136376415899,0.154983309489747,1.14612803567824,"Noun",26,1,"Noun","26",2.72319790630345
"6009","bigeminy",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"6015","biggies",12,11,12,11,0.235294117647059,1.11394335230684,0.131139723414402,1.07918124604762,"Noun",12,1,"Noun","12",2.4057774944513
"6018","biggity",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"6024","bighorns",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"6027","bigmouths",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"6028","bigness",6,5,6,5,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Noun",6,1,"Noun","6",2.13693218215872
"6031","bigotries",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"6034","biguanide",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"6035","bigwig",10,9,10,9,0.196078431372549,1.04139268515823,0.107296137339056,1,"Noun",10,1,"Noun","10",2.33322682730268
"6038","bijous",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"6042","biker",79,53,68,49,1.54901960784314,1.90308998699194,0.631855030996662,1.73239375982297,"Noun",77,1,"Noun","77",3.1949241291364
"6043","bikers",61,34,56,31,1.19607843137255,1.79239168949825,0.405340963280877,1.54406804435028,"Noun",63,1,"Noun","63",3.08422583164271
"6044","bikes",145,91,140,89,2.84313725490196,2.16435285578444,1.08488316642823,1.96378782734556,"Noun",145,1,"Noun","145",3.4561869979289
"6046","bikini",188,133,160,120,3.68627450980392,2.27646180417324,1.58559847401049,2.12710479836481,"Noun",187,1,"Noun","187",3.5682959463177
"6047","bikinis",53,38,44,32,1.03921568627451,1.73239375982297,0.453028135431569,1.5910646070265,"Noun",53,1,"Noun","53",3.02422790196743
"6050","bilberry",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
