ITEM   	  CELEX  	 BF_TK 	 BF_TP 	 LEN_L 	   N   	
calculate	   6.03	 207.36	  54.13	   9	   0	
canonize	   0.00	 285.73	  55.43	   8	   0	
captivate	   0.00	 259.36	  54.13	   9	   0	
castigate	   0.00	 323.58	  67.50	   9	   0	
catalyze	   0.00	 254.81	  36.57	   8	   0	
cauterize	   0.00	 426.48	  78.50	   9	   0	
cease	  11.51	2324.80	  46.25	   5	   3	
cede	   0.00	 674.19	   8.33	   4	   1	
celebrate	  10.61	 311.59	  53.13	   9	   0	
centralize	   0.00	 195.02	  50.44	  10	   0	
certify	   0.39	 967.56	  67.67	   7	   0	
chickening	   0.00	 500.34	 137.89	  10	   1	
chide	   0.00	2242.78	  32.25	   5	   2	
chlorinate	   0.00	 179.26	  45.33	  10	   0	
choose	  64.41	1131.70	  43.00	   6	   1	
circulate	   2.63	 202.83	  46.63	   9	   0	
circumvent	   0.50	 360.05	  33.33	  10	   0	
civilize	   0.00	 224.49	  54.29	   8	   0	
clarify	   4.36	 610.00	  70.67	   7	   1	
classify	   1.62	 233.45	  42.00	   8	   0	
cleanse	   1.06	 884.69	  48.33	   7	   0	
cleave	   1.56	 324.17	  33.20	   6	   0	
cleek	   0.00	 710.70	  27.75	   5	   4	
cling	   6.65	2791.66	  47.50	   5	   5	
coalesce	   1.01	 449.33	  51.29	   8	   0	
coauthored	   0.00	 498.98	  87.78	  10	   0	
codify	   0.00	 550.13	  39.60	   6	   1	
coexist	   0.95	 675.17	  62.17	   7	   0	
cogitate	   0.00	 661.84	  75.43	   8	   0	
coincide	   4.02	 462.23	  61.57	   8	   0	
colonize	   0.50	 488.04	  65.14	   8	   0	
colorize	   0.00	 616.93	  79.71	   8	   1	
commandeer	   0.00	 370.82	  57.89	  10	   0	
commingle	   0.00	 794.95	  77.13	   9	   0	
compensate	   6.76	 442.68	  73.33	  10	   0	
complicate	   1.90	 452.34	  70.44	  10	   0	
condescend	   0.34	 629.13	  75.00	  10	   0	
configure	   0.00	 590.39	  58.75	   9	   0	
confiscate	   0.67	 458.71	  69.00	  10	   0	
congregate	   1.34	 440.80	  68.56	  10	   0	
consecrate	   0.34	 508.55	  80.78	  10	   0	
consider	  83.18	1016.80	  95.29	   8	   0	
constitute	  11.96	 529.57	  79.00	  10	   0	
continue	  87.21	 714.13	  84.43	   8	   0	
contradict	   3.74	 449.22	  72.56	  10	   0	
contravene	   0.45	 593.37	  79.00	  10	   0	
contribute	  16.48	 470.34	  69.78	  10	   0	
convalesce	   0.00	 452.67	  58.00	  10	   0	
correlate	   0.78	 612.75	  93.63	   9	   0	
correspond	   4.19	 461.95	  68.22	  10	   0	
counteract	   3.63	 343.09	  64.11	  10	   0	
crave	   1.90	 815.28	  45.50	   5	   5	
cringe	   0.84	 880.91	  56.80	   6	   1	
criticize	   5.14	 272.28	  44.38	   9	   0	
croon	   0.00	 864.74	  44.50	   5	   2	
cultivate	   5.20	 230.60	  47.63	   9	   0	
customize	   0.00	 183.83	  34.13	   9	   0	
daube	   0.00	 232.12	  12.00	   5	   0	
daunt	   0.00	 982.52	  27.25	   5	   4	
decipher	   1.96	 722.92	  74.71	   8	   0	
decompose	   0.34	 305.46	  39.50	   9	   0	
decontrol	   0.00	 354.97	  42.38	   9	   0	
decorate	   3.07	 623.67	  81.71	   8	   0	
dedicate	   1.96	 448.46	  69.86	   8	   1	
deem	   0.78	3041.96	  24.67	   4	   4	
deify	   0.00	 382.71	  16.50	   5	   1	
deign	   0.73	 352.63	  15.50	   5	   2	
deliver	  16.31	1230.15	 100.17	   7	   0	
delve	   0.56	 478.36	  29.00	   5	   0	
demolish	   1.23	 478.19	  87.86	   8	   0	
demonize	   0.00	 363.62	  52.86	   8	   0	
deprecate	   0.00	 467.81	  71.50	   9	   0	
deprogram	   0.00	 213.20	  38.75	   9	   0	
deputize	   0.00	 562.93	  74.14	   8	   0	
desecrate	   0.00	 472.88	  75.38	   9	   0	
determine	  24.92	 945.40	 161.00	   9	   0	
devalue	   0.56	 429.60	  36.00	   7	   0	
develop	  73.58	 443.81	  36.67	   7	   0	
deviate	   1.28	 505.38	  52.67	   7	   0	
devour	   2.18	 498.64	  34.80	   6	   2	
diagnose	   1.84	 230.56	  31.57	   8	   0	
digitize	   0.00	 659.96	  76.71	   8	   0	
dignify	   0.34	 409.23	  45.17	   7	   2	
diminish	   6.37	 432.08	  66.29	   8	   0	
dine	   3.97	1484.32	  34.00	   4	  17	
disable	   0.00	 463.90	  55.33	   7	   0	
disabuse	   0.00	 321.15	  38.29	   8	   0	
disagree	   9.61	 576.31	  62.86	   8	   0	
disallow	   0.00	 287.52	  41.86	   8	   0	
disappear	  17.60	 253.06	  36.88	   9	   0	
disappoint	   2.18	 520.03	 100.33	  10	   0	
disapprove	   3.58	 193.97	  39.11	  10	   0	
disavow	   0.00	 269.04	  27.83	   7	   0	
disbelieve	   0.61	 212.44	  43.56	  10	   0	
disconnect	   0.84	 228.04	  47.00	  10	   0	
discourage	   5.42	 234.01	  43.44	  10	   0	
discover	  44.53	 736.04	  66.71	   8	   0	
discredit	   2.57	 331.36	  41.00	   9	   0	
disembark	   0.00	 355.69	  50.13	   9	   0	
disengage	   0.95	 444.45	  57.13	   9	   0	
disfigure	   0.00	 378.93	  42.63	   9	   0	
dismantle	   1.23	 440.42	  66.25	   9	   0	
dismember	   0.39	 352.52	  55.00	   9	   0	
disobey	   1.45	 279.35	  32.50	   7	   0	
disparage	   0.56	 407.92	  57.88	   9	   1	
dispossess	   0.00	 298.02	  60.67	  10	   0	
disproven	   0.00	 324.98	  45.88	   9	   1	
disquiet	   2.01	 324.76	  51.29	   8	   0	
dissemble	   0.34	 443.05	  65.75	   9	   0	
dissipate	   1.23	 394.15	  67.25	   9	   0	
distribute	   4.58	 291.98	  56.22	  10	   0	
doff	   0.00	 907.23	  11.33	   4	   1	
doled	   0.00	1056.09	  74.00	   5	   6	
dolled	   0.00	2560.82	 210.00	   6	   5	
dominate	   9.83	 501.51	  62.43	   8	   1	
dost	   0.61	3641.92	  27.67	   4	   8	
dote	   0.00	1404.21	  22.00	   4	  16	
doth	   2.74	3718.12	  17.33	   4	   3	
douse	   0.34	3525.37	  40.25	   5	   4	
dowse	   0.00	1374.59	  28.75	   5	   1	
dramatize	   0.56	 540.39	  81.75	   9	   0	
drown	   4.75	1017.54	  35.50	   5	   5	
dwell	   4.25	 615.49	  16.00	   5	   2	
earn	  20.34	1197.65	  28.33	   4	   7	
eave	   0.00	4350.69	  13.33	   4	   9	
edify	   0.00	  51.58	   5.75	   5	   0	
educate	   5.75	 182.40	  26.50	   7	   0	
eke	   0.00	   0.00	   0.00	   3	   4	
elevate	   1.17	 303.57	  33.67	   7	   0	
elicit	   1.73	 164.27	  23.00	   6	   0	
elongate	   0.00	 282.87	  45.14	   8	   0	
emanate	   0.00	 368.42	  41.83	   7	   0	
embarrass	   3.35	 164.52	  42.00	   9	   0	
embellish	   0.00	 239.80	  53.75	   9	   0	
embezzle	   0.00	 172.48	  21.71	   8	   0	
embitter	   0.00	 717.25	  80.71	   8	   0	
embody	   2.12	 188.36	  12.60	   6	   0	
emigrate	   0.89	 335.45	  49.71	   8	   0	
empathize	   0.00	 397.61	  33.13	   9	   0	
emphasize	   8.66	 224.24	  34.63	   9	   0	
empower	   0.00	 765.58	  67.67	   7	   0	
emulate	   3.07	 252.52	  35.00	   7	   0	
enable	  25.08	1154.87	  55.60	   6	   1	
encircle	   0.78	 317.13	  36.00	   8	   0	
encompass	   1.51	 191.02	  39.38	   9	   0	
encourage	  35.59	 308.48	  42.75	   9	   1	
endanger	   2.12	 550.93	  60.00	   8	   0	
energize	   0.00	 207.96	  34.57	   8	   0	
enlighten	   1.06	 386.03	  57.63	   9	   0	
enliven	   0.50	 512.84	  35.67	   7	   0	
ennoble	   0.00	 273.05	  37.50	   7	   0	
enquire	   0.00	 305.49	  27.00	   7	   1	
enrapture	   0.00	 223.74	  29.75	   9	   0	
entertain	   6.15	 506.61	  63.25	   9	   0	
entitle	   0.56	 445.84	  49.17	   7	   0	
envelop	   0.67	 225.54	  21.50	   7	   0	
envisage	   4.47	 361.30	  40.29	   8	   0	
envision	   0.34	 744.02	  65.14	   8	   0	
equalize	   0.61	 191.42	  50.71	   8	   0	
err	   1.40	  18.47	   2.00	   3	   3	
escalate	   2.01	 241.64	  48.00	   8	   0	
establish	  34.75	 208.05	  44.50	   9	   0	
eulogize	   0.00	  96.78	  19.57	   8	   0	
euthanize	   0.00	 246.65	  37.63	   9	   0	
examine	  29.05	1947.49	 159.33	   7	   0	
excavate	   0.89	 311.68	  43.71	   8	   0	
exculpate	   0.00	 291.26	  48.63	   9	   0	
execute	   2.46	 328.99	  28.00	   7	   0	
expedite	   0.39	 551.26	  66.29	   8	   0	
expiate	   0.00	 388.55	  36.00	   7	   0	
extinguish	   0.78	 160.75	  31.78	  10	   0	
extradite	   0.73	 438.87	  66.38	   9	   0	
extricate	   1.23	 388.53	  66.13	   9	   0	
fabricate	   0.00	 243.79	  51.38	   9	   0	
falsify	   0.56	 402.76	  47.67	   7	   1	
fascinate	   1.23	 296.11	  59.63	   9	   0	
feign	   0.84	 299.00	  12.25	   5	   2	
fend	   1.79	1808.24	  20.33	   4	  11	
fertilize	   0.00	 339.60	  61.63	   9	   0	
fessed	   0.00	2258.24	 188.20	   6	   2	
finalize	   0.39	 268.00	  63.57	   8	   0	
flagellate	   0.00	 119.66	  36.33	  10	   0	
flam	   0.00	 349.34	  20.00	   4	  10	
flay	   0.00	 708.55	  18.33	   4	  11	
flee	   5.64	 221.83	  13.33	   4	   8	
flog	   0.78	 163.77	  16.33	   4	   7	
flounce	   0.39	 620.79	  37.67	   7	   0	
flout	   0.34	1894.90	  33.75	   5	   3	
fluctuate	   0.61	 207.09	  40.63	   9	   0	
foreshadow	   0.00	  83.78	  23.56	  10	   0	
formalize	   0.00	 259.49	  62.75	   9	   0	
formulate	   4.25	 285.82	  61.63	   9	   0	
fortify	   1.06	 908.56	  77.67	   7	   0	
frap	   0.00	1580.55	  15.33	   4	   5	
fraternize	   0.00	 196.66	  42.67	  10	   0	
fulminate	   0.00	 281.34	  52.25	   9	   1	
galvanize	   0.00	 206.65	  36.38	   9	   0	
gape	   1.12	 402.19	  18.00	   4	  11	
gawk	   0.00	 257.94	  12.33	   4	   1	
generate	  12.74	 525.51	  74.71	   8	   1	
gentrify	   0.00	 339.97	  49.29	   8	   0	
germinate	   0.84	 399.68	  66.00	   9	   1	
gess	   0.00	 902.51	  13.33	   4	   6	
gird	   0.56	 779.99	  15.67	   4	   3	
glamorize	   0.00	 251.99	  53.88	   9	   0	
glean	   0.39	1062.75	  27.50	   5	   2	
glorify	   0.45	 321.74	  46.83	   7	   0	
gnash	   0.00	 353.41	  19.25	   5	   0	
goad	   0.39	1161.56	  18.00	   4	   8	
goll	   0.00	2969.63	  32.33	   4	  13	
gove	   0.00	2967.93	  14.67	   4	  11	
gratify	   1.23	 697.90	  83.17	   7	   0	
greet	   7.65	1193.45	  39.75	   5	   3	
grieve	   1.34	 464.04	  38.40	   6	   0	
grun	   0.00	 117.76	   7.00	   4	   3	
guss	   0.00	1264.15	  18.33	   4	   9	
gutt	   0.00	  98.78	   9.67	   4	   4	
halve	   1.51	 571.54	  29.50	   5	   2	
hardwired	   0.00	 673.28	 122.88	   9	   0	
harmonize	   0.50	 257.35	  54.75	   9	   0	
hast	   1.06	5001.77	  34.33	   4	  12	
hath	   4.75	4975.32	  23.00	   4	   8	
herniate	   0.00	 326.00	  52.71	   8	   0	
herniates	   0.00	 681.52	 114.63	   9	   0	
hert	   0.00	3182.96	  19.67	   4	   9	
hesitate	   9.44	 586.87	  65.00	   8	   0	
hew	   0.50	2774.51	   7.00	   3	  14	
homemaking	   0.00	 527.14	 128.11	  10	   0	
horrify	   0.50	 702.17	  62.17	   7	   0	
hout	   0.00	1200.67	  19.00	   4	   9	
humanize	   0.39	 231.20	  38.71	   8	   0	
hydrofoil	   0.00	  54.95	  11.00	   9	   0	
hypnotize	   0.00	 360.86	  52.13	   9	   0	
idolize	   0.00	 381.24	  33.50	   7	   0	
illustrate	   9.27	 203.99	  34.78	  10	   0	
imagine	  85.81	1790.99	 156.67	   7	   1	
imitate	   5.70	 451.77	  42.17	   7	   0	
immigrate	   0.00	 296.35	  53.25	   9	   0	
immolate	   0.00	 292.15	  50.00	   8	   0	
immunize	   0.00	 130.49	  27.29	   8	   0	
impanel	   0.00	 324.51	  40.33	   7	   0	
imperil	   0.45	 380.99	  34.50	   7	   0	
impoverish	   0.34	 241.20	  53.11	  10	   0	
impregnate	   0.39	 257.06	  42.67	  10	   0	
imprison	   0.78	 392.52	  42.86	   8	   0	
incubate	   0.00	 502.01	  56.57	   8	   0	
indicate	  25.81	 565.48	  66.57	   8	   0	
infiltrate	   1.17	 291.40	  52.00	  10	   0	
inhabit	   3.02	 201.39	  26.00	   7	   1	
inherit	   5.53	 420.95	  39.67	   7	   0	
innovate	   0.67	 439.41	  54.43	   8	   0	
instigate	   0.45	 480.49	  80.88	   9	   0	
integrate	   3.24	 521.69	  80.00	   9	   0	
interact	   2.57	 773.43	  73.57	   8	   0	
intercede	   0.78	 503.07	  70.38	   9	   0	
intercept	   2.29	 495.51	  66.63	   9	   0	
interfere	  12.74	 679.89	  86.88	   9	   0	
interject	   0.00	 494.07	  65.25	   9	   1	
interlace	   0.00	 591.14	  81.13	   9	   1	
interpose	   0.45	 518.08	  70.50	   9	   0	
interpret	   9.05	 544.38	  78.13	   9	   0	
intersect	   0.45	 520.08	  70.13	   9	   0	
intertwine	   0.00	 666.61	 113.33	  10	   0	
intervene	   5.31	 713.28	  86.00	   9	   0	
interweave	   0.00	 470.33	  59.44	  10	   0	
intrastate	   0.00	 379.76	  61.33	  10	   0	
introduce	  22.51	 372.20	  56.88	   9	   0	
introspect	   0.00	 256.38	  41.44	  10	   0	
irk	   0.00	   2.26	   1.00	   3	   4	
irrigate	   0.61	 247.94	  44.86	   8	   1	
irritate	   2.29	 406.22	  55.71	   8	   1	
isolate	   4.64	 250.48	  33.33	   7	   0	
itemize	   0.00	 106.28	  18.50	   7	   0	
jeer	   1.01	2539.88	  22.67	   4	   7	
jeopardize	   1.06	  63.71	  18.00	  10	   0	
jettison	   0.45	 382.42	  43.29	   8	   0	
jilt	   0.00	1206.74	  20.33	   4	   8	
justify	  16.31	 725.67	  72.50	   7	   0	
juxtapose	   0.00	 110.33	  16.25	   9	   0	
kain	   0.00	1610.69	  18.67	   4	   7	
kats	   0.00	 473.30	  23.67	   4	  11	
knead	   1.17	 758.92	  20.75	   5	   0	
kneel	   3.13	 575.66	  24.75	   5	   2	
kvetch	   0.00	 167.20	  14.80	   6	   0	
lacerate	   0.00	 556.48	  74.43	   8	   0	
lank	   0.61	1610.40	  33.67	   4	  12	
learn	 120.73	1950.21	  47.00	   5	   1	
legislate	   1.40	 239.86	  45.88	   9	   0	
lend	  12.29	1807.68	  22.67	   4	  10	
leve	   0.00	2714.65	  14.33	   4	   3	
levitate	   0.00	 429.26	  60.71	   8	   0	
liberate	   3.24	 477.86	  67.43	   8	   1	
lionize	   0.00	 331.47	  30.00	   7	   0	
liquefy	   0.00	 100.60	  14.50	   7	   0	
liquidate	   0.84	 210.38	  41.25	   9	   0	
litigate	   0.00	 388.44	  54.14	   8	   1	
loathe	   1.96	 424.28	  31.40	   6	   0	
localize	   0.00	 207.44	  54.71	   8	   0	
lose	  79.89	1912.08	  24.33	   4	  12	
losh	   0.00	1717.15	  26.33	   4	   9	
loused	   0.00	2678.30	 193.20	   6	   4	
lubricate	   0.56	 251.57	  51.38	   9	   0	
lucked	   0.00	2304.89	 197.60	   6	  11	
lurk	   1.01	 722.81	  17.67	   4	   4	
manhandle	   0.00	 225.54	  44.50	   9	   1	
maximize	   2.51	 164.51	  26.29	   8	   0	
mediate	   1.17	 372.24	  37.83	   7	   0	
melamine	   0.00	1028.71	 155.57	   8	   0	
memorize	   1.23	 415.46	  53.00	   8	   0	
menstruate	   0.61	 161.22	  36.44	  10	   0	
merge	   3.41	 592.58	  31.75	   5	   3	
mesmerize	   0.00	 445.37	  73.63	   9	   0	
mete	   0.00	 585.32	  17.67	   4	   6	
militate	   0.00	 584.56	  67.71	   8	   0	
minimize	   3.13	 248.38	  35.71	   8	   0	
minoring	   0.00	1896.32	 287.71	   8	   0	
mislabel	   0.00	 328.90	  35.14	   8	   0	
mismanage	   0.00	 227.40	  44.38	   9	   0	
mitigate	   1.56	 428.32	  55.00	   8	   0	
mobilize	   1.68	 268.64	  57.14	   8	   0	
modernize	   1.06	 352.38	  58.50	   9	   0	
modify	   4.30	 470.78	  29.40	   6	   0	
mollify	   0.34	 746.32	  72.00	   7	   0	
moralize	   0.00	 383.05	  77.71	   8	   0	
mortify	   0.00	 906.81	  76.33	   7	   1	
motivate	   1.01	 412.15	  53.71	   8	   0	
mourn	   2.18	2510.64	  32.75	   5	   0	
mummify	   0.00	 155.30	  35.33	   7	   0	
mystify	   0.00	 651.81	  62.50	   7	   0	
navigate	   0.67	 274.71	  43.29	   8	   0	
neutralize	   1.12	 162.79	  42.00	  10	   0	
nill	   0.00	3063.69	  30.00	   4	  12	
nominate	   1.51	 504.16	  59.43	   8	   1	
nonbinding	   0.00	 584.85	 141.67	  10	   0	
normalize	   0.00	 216.91	  58.50	   9	   0	
notify	   2.79	 477.05	  28.60	   6	   0	
nullify	   0.73	 617.59	  62.00	   7	   0	
obligate	   0.00	 330.05	  44.57	   8	   0	
obviate	   0.45	 268.93	  30.67	   7	   0	
occupy	  11.84	 123.56	   9.80	   6	   0	
opaline	   0.00	2071.62	 173.33	   7	   0	
operate	  30.28	 397.97	  40.33	   7	   0	
opt	   4.08	  14.66	   2.00	   3	   5	
optimize	   0.00	 219.31	  26.29	   8	   0	
optioning	   0.00	1145.56	 200.63	   9	   0	
organize	  13.46	 241.43	  34.29	   8	   0	
orthoclase	   0.00	  44.23	  12.78	  10	   0	
oscillate	   0.00	 220.23	  45.25	   9	   0	
ought	 103.02	1442.41	   8.50	   5	   0	
oust	   0.34	2954.27	  22.67	   4	   7	
outerwear	   0.00	 332.61	  46.13	   9	   0	
outnumber	   1.28	 121.47	  25.00	   9	   0	
outperform	   0.00	 128.53	  27.33	  10	   0	
overact	   0.00	 396.96	  30.67	   7	   0	
overate	   0.00	 355.18	  40.33	   7	   1	
overbill	   0.00	 189.41	  38.29	   8	   1	
overcook	   0.39	 205.53	  38.43	   8	   2	
overcrowd	   0.00	 151.18	  25.88	   9	   0	
overdo	   2.68	 101.55	  10.80	   6	   0	
overdress	   0.00	 248.49	  60.88	   9	   0	
overeat	   0.00	 311.63	  28.83	   7	   0	
overfeed	   0.00	1146.31	 152.14	   8	   0	
overfill	   0.00	 198.21	  42.00	   8	   1	
overhear	   0.84	 244.67	  41.29	   8	   2	
overlook	   4.86	 190.38	  39.43	   8	   2	
overmatch	   0.00	 178.15	  39.00	   9	   0	
overpay	   0.00	 178.74	  21.33	   7	   1	
overplay	   0.00	 171.66	  33.00	   8	   0	
overprice	   0.00	 343.56	  58.50	   9	   0	
overrate	   0.34	 396.92	  65.14	   8	   0	
overreach	   0.00	 147.15	  25.88	   9	   0	
overrule	   0.45	 284.39	  44.29	   8	   0	
oversee	   0.89	 294.57	  33.50	   7	   0	
oversell	   0.00	 285.64	  42.43	   8	   0	
overshoot	   0.50	 170.29	  30.13	   9	   0	
oversleep	   0.00	 144.04	  31.50	   9	   0	
oversold	   0.00	 195.82	  35.71	   8	   0	
overspend	   0.00	 296.00	  34.75	   9	   0	
overstate	   0.39	 343.01	  61.00	   9	   0	
overstay	   0.00	 295.46	  42.00	   8	   0	
overstep	   0.34	 497.51	  72.43	   8	   0	
overstuff	   0.00	 176.88	  33.13	   9	   0	
overtake	   2.07	 242.03	  38.57	   8	   0	
overtax	   0.00	 223.96	  22.50	   7	   0	
overtrain	   0.00	 215.11	  35.75	   9	   0	
overturn	   1.06	 269.30	  39.71	   8	   1	
overwhelm	   1.73	 182.49	  26.13	   9	   0	
overwrite	   0.00	 396.42	  70.88	   9	   0	
pacify	   0.89	 363.69	  32.60	   6	   0	
paralyze	   0.00	 253.28	  52.00	   8	   1	
parch	   0.00	1894.84	  47.75	   5	   5	
pare	   0.67	3823.17	  44.00	   4	  22	
parse	   0.00	2178.83	  46.75	   5	   3	
patronize	   0.73	 284.19	  55.00	   9	   0	
pave	   0.56	4515.32	  21.67	   4	  13	
penalize	   0.00	 270.26	  65.43	   8	   0	
penetrate	   7.32	 465.71	  60.63	   9	   0	
percolate	   0.39	 296.20	  60.63	   9	   0	
permeate	   0.56	 383.87	  57.86	   8	   0	
perpetrate	   0.34	 194.05	  48.56	  10	   1	
persevere	   1.90	 400.97	  54.63	   9	   0	
petrify	   0.00	 606.84	  50.00	   7	   0	
philander	   0.00	 236.40	  48.13	   9	   0	
plagiarize	   0.00	 113.07	  35.33	  10	   0	
plead	   5.87	 992.42	  28.25	   5	   2	
plod	   0.78	 684.03	  14.67	   4	   6	
poach	   0.95	1807.79	  40.25	   5	   5	
polarize	   0.00	 490.91	  56.00	   8	   0	
pollinate	   0.00	 467.15	  77.00	   9	   0	
postulate	   1.51	 330.32	  60.13	   9	   0	
preach	   3.80	 510.05	  47.40	   6	   1	
prearrange	   0.00	 290.37	  46.00	  10	   0	
preceeding	   0.00	 625.04	 145.56	  10	   1	
predicate	   0.45	 499.39	  67.25	   9	   0	
predispose	   0.00	 207.70	  33.67	  10	   0	
preen	   0.45	1413.93	  38.00	   5	   1	
pressurize	   0.00	 239.34	  49.00	  10	   0	
presuppose	   0.61	 181.09	  30.78	  10	   0	
pret	   0.00	 415.82	  11.33	   4	   4	
primp	   0.00	 595.40	  32.75	   5	   2	
privatize	   0.00	 690.85	  86.50	   9	   0	
prohibit	   1.56	 669.28	  44.29	   8	   0	
promulgate	   0.00	 264.29	  50.11	  10	   0	
pronged	   0.00	2172.28	 209.50	   7	   1	
propagate	   1.01	 418.39	  61.00	   9	   0	
prosecute	   3.18	 465.11	  56.75	   9	   0	
publicize	   1.56	 198.12	  32.13	   9	   0	
pulverize	   0.00	 363.05	  62.50	   9	   0	
punctuate	   0.00	 223.90	  43.38	   9	   0	
purify	   1.56	 642.04	  45.00	   6	   1	
qualify	   7.77	 541.54	  48.17	   7	   1	
quantify	   0.84	 581.99	  63.71	   8	   1	
quell	   1.06	 827.92	  20.50	   5	   1	
quench	   0.00	 316.56	  28.40	   6	   0	
quire	   0.00	1776.77	  25.25	   5	   2	
ratify	   0.61	 745.44	  40.60	   6	   0	
raze	   0.00	 260.86	  14.67	   4	  12	
reacquire	   0.00	 322.30	  49.75	   9	   0	
reacquired	   0.00	 416.30	  80.00	  10	   0	
reaffirm	   0.73	 512.60	  60.29	   8	   0	
realign	   0.00	1184.95	  87.67	   7	   0	
realise	   0.00	1532.86	 108.50	   7	   3	
realize	  51.01	1168.69	  88.17	   7	   0	
reap	   2.57	1763.80	  29.00	   4	   5	
reappear	   2.68	 559.94	  68.29	   8	   0	
reappraise	   0.00	 227.80	  44.33	  10	   0	
rearrange	   1.23	 459.63	  73.50	   9	   0	
reassert	   1.01	 704.07	  89.14	   8	   0	
reassess	   0.00	 856.63	 105.71	   8	   0	
reassume	   0.00	 589.26	  61.71	   8	   1	
reassure	   6.03	 668.96	  67.14	   8	   0	
reattach	   0.00	 669.56	  75.00	   8	   0	
reave	   0.00	1454.85	  43.75	   5	   3	
rechristen	   0.00	 367.47	  66.89	  10	   0	
recognise	   0.00	 526.07	  72.63	   9	   1	
recognize	  32.96	 458.33	  62.13	   9	   0	
recollect	   1.84	 374.34	  62.88	   9	   0	
recombine	   0.00	 829.65	 142.13	   9	   0	
recommend	  14.41	 571.46	  65.50	   9	   0	
recommit	   0.00	 587.02	  52.71	   8	   0	
reconcile	   4.53	 452.52	  66.25	   9	   0	
reconfirm	   0.00	 347.46	  51.50	   9	   0	
reconquer	   0.00	 397.22	  60.75	   9	   0	
reconvene	   0.00	 536.40	  65.88	   9	   0	
recover	  14.19	1557.26	 107.67	   7	   1	
recreate	   2.46	 736.63	  78.00	   8	   0	
rectify	   1.23	1208.18	  86.83	   7	   0	
recycle	   0.89	 885.84	  63.17	   7	   0	
redefine	   0.00	1237.19	 176.71	   8	   0	
redeploy	   0.00	 433.08	  49.14	   8	   0	
redouble	   0.45	 703.99	  66.86	   8	   0	
redrafted	   0.00	 998.59	 158.13	   9	   0	
redrawing	   0.00	1188.13	 217.75	   9	   0	
reemerge	   0.00	 618.11	  68.86	   8	   0	
reenter	   0.00	1666.05	 143.67	   7	   0	
reentered	   0.00	 890.93	 147.88	   9	   0	
refinance	   0.00	 451.33	  72.63	   9	   0	
refuel	   0.34	 848.60	  43.20	   6	   0	
refurbish	   0.45	 294.57	  54.38	   9	   0	
regulate	   3.58	 615.27	  76.71	   8	   0	
rehiring	   0.00	2058.08	 293.57	   8	   1	
reignite	   0.00	 740.52	  85.57	   8	   0	
reimpose	   0.00	 502.49	  53.00	   8	   0	
reinforce	   4.86	 289.65	  48.50	   9	   0	
reinstall	   0.00	 364.19	  60.63	   9	   0	
reinstate	   0.78	 449.27	  81.63	   9	   0	
reinsure	   0.00	 601.71	  57.29	   8	   0	
reinvent	   0.00	 727.83	  72.43	   8	   1	
rekindle	   0.50	 665.30	  65.14	   8	   0	
relabel	   0.00	 630.21	  59.17	   7	   0	
reliever	   0.00	1140.22	  89.43	   8	   3	
relinquish	   2.23	 243.45	  46.89	  10	   0	
relocate	   0.45	 675.17	  78.71	   8	   0	
remarry	   0.89	 798.06	  59.50	   7	   0	
remedied	   0.95	1693.28	 201.57	   8	   1	
reminisce	   0.50	 394.10	  61.50	   9	   0	
renovate	   0.61	 619.71	  77.57	   8	   0	
reopen	   1.23	1494.71	  67.00	   6	   0	
repackage	   0.00	 295.13	  49.75	   9	   0	
repackaged	   0.00	 444.67	  78.44	  10	   0	
replenish	   0.56	 526.69	  83.75	   9	   0	
replicate	   0.00	 462.90	  83.75	   9	   0	
repossess	   0.00	 395.48	  80.13	   9	   0	
represent	  31.73	 840.36	  89.13	   9	   0	
repricing	   0.00	1273.19	 230.63	   9	   0	
reprocess	   0.00	 330.40	  83.63	   9	   0	
reproduce	   7.37	 344.41	  58.25	   9	   0	
require	  42.12	 630.98	  51.67	   7	   0	
rerouted	   0.00	1731.69	 213.71	   8	   0	
rerouting	   0.00	1567.27	 263.25	   9	   0	
resemble	   7.37	 951.23	  78.00	   8	   0	
resubmit	   0.00	 534.58	  49.14	   8	   0	
resurface	   0.00	 394.54	  59.00	   9	   0	
resurrect	   0.45	 369.09	  55.38	   9	   0	
retested	   0.00	1856.15	 220.57	   8	   1	
retesting	   0.00	1624.15	 273.50	   9	   0	
reunite	   0.45	 919.29	  78.33	   7	   0	
revalue	   0.00	 601.30	  48.67	   7	   1	
revisit	   0.00	 591.52	  53.50	   7	   0	
rewire	   0.00	1035.06	  44.00	   6	   1	
rid	  35.36	 699.83	   6.50	   3	  13	
rile	   0.00	1477.43	  29.00	   4	  15	
roil	   0.00	 560.10	  18.00	   4	   7	
rototilled	   0.00	 320.81	  70.00	  10	   0	
rouse	   2.35	3584.67	  42.00	   5	   7	
rove	   0.56	2843.22	  18.67	   4	  13	
ruminate	   0.00	 373.20	  53.57	   8	   0	
salivate	   0.00	 340.83	  51.57	   8	   0	
sall	   0.00	4018.15	  34.67	   4	  14	
sanctify	   0.00	 538.77	  71.43	   8	   1	
sanitize	   0.00	 627.03	  78.71	   8	   0	
sate	   0.00	1960.49	  24.67	   4	  16	
satirize	   0.00	 451.61	  54.86	   8	   0	
satisfy	  18.77	 284.27	  38.33	   7	   0	
saturate	   0.34	 494.51	  59.86	   8	   0	
