word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s
alternate-V	11	9	7	3	0	0	0	0	V
alter-V	15	5	4	2	503	430	413	0	V
although-C	319	8	4	2	573	218	208	0	C
altitude-N	4	8	8	3	420	373	472	534	N
altogether-A	30	10	8	4	0	0	0	0	A
altogether-J	30	10	9	4	0	0	0	0	J
altogether-N	30	10	9	4	0	0	0	0	N
alto-J	4	4	4	2	0	0	0	0	J
alto-N	4	4	4	2	0	0	0	0	N
altruism-N	1	8	9	4	0	0	0	0	N
aluminum-N	18	8	8	4	494	523	501	0	N
alum-N	1	4	4	2	0	0	0	0	N
alumnae-N	1	7	6	3	0	0	0	0	N
alumni-N	9	6	6	3	0	0	0	0	N
alveolar-J	9	8	6	3	0	0	0	0	J
alveolar-N	9	8	6	3	0	0	0	0	N
alveoli-N	4	7	6	3	0	0	0	0	N
alveolus-N	1	8	7	3	0	0	0	0	N
always-A	458	6	5	2	600	249	280	0	A
amanuensis-N	1	10	11	5	0	0	0	0	N
amass-V	2	5	4	2	0	0	0	0	V
amateurish-J	3	10	8	4	0	0	0	0	J
amateur-J	25	7	6	3	502	388	397	522	J
amateur-N	25	7	5	3	502	388	397	522	N
amatory-J	1	7	7	4	0	0	0	0	J
amazed-V	11	6	5	3	0	0	0	0	V
amazement-N	10	9	8	3	495	277	456	0	N
amaze-N	3	5	4	2	0	0	0	0	N
amaze-V	3	5	4	2	0	0	0	0	V
amazing-A	20	7	6	3	0	0	0	0	A
amazing-J	20	7	6	3	0	0	0	0	J
amazing-V	20	7	6	3	0	0	0	0	V
amazon-N	2	6	6	3	0	0	0	0	N
ambassador-N	22	10	8	4	477	546	545	0	N
amber-J	3	5	5	2	0	0	0	0	J
amber-N	3	5	4	2	0	0	0	0	N
amber-V	3	5	5	2	0	0	0	0	V
ambiguity-N	11	9	10	4	0	0	0	0	N
ambiguous-J	22	9	9	3	0	0	0	0	J
ambition-N	19	8	7	3	517	281	346	483	N
ambition-V	19	8	6	3	517	281	346	483	V
ambitious-J	16	9	7	3	540	0	404	0	J
ambitious-N	16	9	7	3	540	0	404	0	N
ambivalent-J	6	10	10	4	0	0	0	0	J
ambler-N	1	6	5	2	0	0	0	0	N
ambulance-J	6	9	9	3	499	595	627	0	J
ambulance-N	6	9	9	3	499	595	627	0	N
ambulatory-J	1	10	11	5	0	0	0	0	J
ambulatory-N	1	10	11	5	0	0	0	0	N
ambuscade-N	1	9	8	3	0	0	0	0	N
ambuscade-V	1	9	8	3	0	0	0	0	V
ambush-N	7	6	5	2	436	0	0	0	N
ambush-V	7	6	5	2	436	0	0	0	V
amen-A	19	4	4	2	0	0	0	0	A
amenable-J	3	8	7	4	0	0	0	0	J
amendment-N	23	9	9	3	403	326	305	597	N
amend-V	2	5	5	2	0	0	0	0	V
amen-N	19	4	4	2	0	0	0	0	N
amen-V	19	4	4	2	0	0	0	0	V
american-J	569	8	8	4	0	0	0	0	J
american-N	569	8	8	4	0	0	0	0	N
amiable-J	2	7	6	3	0	0	0	0	J
amicable-J	1	8	7	4	0	0	0	0	J
amid-A	14	4	4	2	0	0	0	0	A
amide-N	1	5	4	2	0	0	0	0	N
amid-R	14	4	4	2	0	0	0	0	R
amidst-A	3	6	6	2	0	0	0	0	A
amidst-R	3	6	6	2	0	0	0	0	R
amiss-A	2	5	4	2	0	0	0	0	A
amiss-J	2	5	4	2	0	0	0	0	J
amiss-N	2	5	4	2	0	0	0	0	N
amity-N	1	5	5	3	200	278	205	656	N
ammoniac-J	1	8	7	4	0	0	0	0	J
ammoniac-N	1	8	7	4	0	0	0	0	N
ammonium-N	1	8	7	3	0	0	0	0	N
ammunition-J	18	10	8	4	0	0	0	0	J
ammunition-N	18	10	9	4	0	0	0	0	N
ammunition-V	18	10	8	4	0	0	0	0	V
among-A	370	5	4	2	0	0	0	0	A
among-R	370	5	4	2	0	0	0	0	R
amongst-R	4	7	6	2	0	0	0	0	R
amoral-J	2	6	6	3	0	0	0	0	J
amorist-N	1	7	7	3	0	0	0	0	N
amorous-J	2	7	6	3	0	0	0	0	J
amorphous-J	6	9	6	3	0	0	0	0	J
amortize-V	2	8	6	3	0	0	0	0	V
amount-N	172	6	5	2	583	335	316	392	N
amount-V	172	6	5	2	583	335	316	392	V
amphibious-J	1	10	8	3	0	0	0	0	J
ample-J	16	5	4	2	0	0	0	0	J
ample-V	16	5	4	1	0	0	0	0	V
amplifier-N	6	9	8	4	474	564	559	0	N
amplify-V	1	7	7	3	0	0	0	0	V
amplitude-N	6	9	9	3	374	315	389	650	N
amulet-N	1	6	7	3	0	0	0	0	N
amusement-N	7	9	9	3	0	0	0	0	N
amuse-V	3	5	5	2	486	321	455	0	V
anabaptist-N	1	10	10	4	0	0	0	0	N
anaconda-N	14	8	8	4	0	0	0	0	N
anagram-N	1	7	7	3	0	0	0	0	N
analogous-J	8	9	8	4	0	0	0	0	J
analogue-N	1	8	6	3	0	0	0	0	N
analogy-N	13	7	7	4	417	247	267	617	N
analyses-N	13	8	8	4	0	0	0	0	N
analyses-V	13	8	8	4	0	0	0	0	V
analysis-N	108	8	8	4	0	0	0	0	N
analyst-N	7	7	7	3	0	0	0	0	N
analytical-J	9	10	10	5	0	0	0	0	J
analytic-J	16	8	8	4	405	0	303	0	J
analytic-N	16	8	8	4	405	0	303	0	N
ana-N	1	3	3	2	0	0	0	0	N
anarchical-J	2	10	8	4	0	0	0	0	J
anarchic-J	1	8	6	3	0	0	0	0	J
anarchist-J	1	9	7	3	0	0	0	0	J
anarchist-N	1	9	7	3	0	0	0	0	N
anarchy-N	7	7	5	3	0	0	0	0	N
anatomical-J	9	10	10	5	0	0	0	0	J
anatomic-J	1	8	8	4	0	0	0	0	J
anatomy-N	9	7	7	4	0	0	0	0	N
ancestor-N	7	8	7	3	0	0	0	0	N
ancestral-J	5	9	9	3	0	0	0	0	J
ancestry-N	8	8	8	3	0	0	0	0	N
anchorage-N	1	9	7	3	0	0	0	0	N
anchored-V	10	8	5	3	0	0	0	0	V
anchoring-V	1	9	7	3	0	0	0	0	V
anchorite-N	2	9	7	3	0	0	0	0	N
anchor-N	15	6	4	2	458	595	561	0	N
anchor-V	15	6	4	2	458	595	561	0	V
anchovy-N	1	7	7	3	0	0	0	0	N
ancient-J	69	7	6	2	429	0	451	0	J
ancient-N	69	7	6	2	429	0	451	0	N
ancillary-J	2	9	8	4	0	0	0	0	J
and-A	28852	3	3	1	620	220	226	0	A
and-C	28852	3	3	1	620	220	226	0	C
and-N	28852	3	3	1	620	220	226	0	N
and-R	28852	3	3	1	620	220	226	0	R
anecdotal-J	1	9	8	4	0	0	0	0	J
anecdote-N	9	8	7	3	388	398	357	619	N
anew-A	6	4	4	2	0	0	0	0	A
anew-V	6	4	4	2	0	0	0	0	V
angelica-J	1	8	8	4	0	0	0	0	J
angelica-N	1	8	8	4	0	0	0	0	N
angelic-J	2	7	7	3	0	0	0	0	J
angel-J	18	5	5	2	470	399	554	242	J
angel-N	18	5	5	2	470	399	554	242	N
anger-N	48	5	4	2	541	315	488	0	N
anger-V	48	5	4	2	541	315	488	0	V
angle-N	51	5	4	2	518	467	503	0	N
angle-V	51	5	4	2	518	467	503	0	V
anglican-J	11	8	8	3	0	0	0	0	J
anglican-N	11	8	8	3	0	0	0	0	N
angling-N	1	7	6	2	0	0	0	0	N
angling-V	1	7	6	2	0	0	0	0	V
angry-J	45	5	5	2	600	0	492	0	J
anguish-N	8	7	6	2	0	0	0	0	N
anguish-V	8	7	6	2	0	0	0	0	V
angular-J	16	7	7	3	0	0	0	0	J
anhydrous-J	1	9	8	3	0	0	0	0	J
aniline-N	1	7	6	3	0	0	0	0	N
animal-J	68	6	5	3	620	587	575	222	J
animal-N	68	6	6	3	620	587	575	222	N
animated-V	5	8	8	4	0	0	0	0	V
animate-J	1	7	6	3	0	0	0	0	J
animate-N	1	7	6	3	0	0	0	0	N
animate-V	1	7	6	3	0	0	0	0	V
animation-N	2	9	8	4	0	0	0	0	N
animism-N	1	7	8	4	0	0	0	0	N
animosity-N	3	9	9	5	324	253	388	0	N
anion-N	1	5	5	3	0	0	0	0	N
anise-N	2	5	4	2	0	0	0	0	N
ankle-N	8	5	4	2	543	608	613	264	N
annals-J	4	6	4	2	0	0	0	0	J
annals-N	4	6	4	2	0	0	0	0	N
anna-N	7	4	3	2	0	0	0	0	N
annex-N	1	5	5	2	390	464	435	536	N
annex-V	1	5	5	2	390	464	435	536	V
annihilate-V	1	10	7	4	0	0	0	0	V
announcer-N	2	9	6	3	0	0	0	0	N
announce-V	18	8	5	2	0	0	0	0	V
annoyance-N	9	9	6	3	0	0	0	0	N
annoy-N	2	5	3	2	0	0	0	0	N
annoy-V	2	5	3	2	0	0	0	0	V
annual-J	93	6	6	2	464	0	339	0	J
annual-N	93	6	5	2	464	0	339	0	N
anode-N	77	5	4	2	0	0	0	0	N
anomalous-J	1	9	8	4	0	0	0	0	J
anomaly-N	1	7	7	4	0	0	0	0	N
anonymity-N	2	9	9	5	0	0	0	0	N
anonymous-J	17	9	8	4	0	0	0	0	J
another-J	683	7	5	3	0	0	0	0	J
another-U	683	7	6	3	0	0	0	0	U
answerable-J	1	10	8	4	0	0	0	0	J
answer-N	152	6	4	2	605	397	368	294	N
answer-V	152	6	4	2	605	397	368	294	V
antagonism-N	9	10	11	5	417	288	378	636	N
antagonist-N	3	10	10	4	0	0	0	0	N
antagonize-V	1	10	9	4	0	0	0	0	V
antecedent-A	1	10	10	4	0	0	0	0	A
antecedent-J	1	10	10	4	0	0	0	0	J
antecedent-N	1	10	10	4	0	0	0	0	N
antelope-J	7	8	7	3	0	0	0	0	J
antelope-N	7	8	7	3	0	0	0	0	N
ante-N	3	4	4	1	0	0	0	0	N
antennae-N	3	8	6	3	0	0	0	0	N
antenna-N	13	7	6	3	0	0	0	0	N
anterior-J	5	8	6	3	0	0	0	0	J
anthem-N	1	6	5	2	0	0	0	0	N
anthem-V	1	6	5	2	0	0	0	0	V
anthology-N	4	9	8	4	0	0	0	0	N
antibiotic-J	1	10	10	5	0	0	0	0	J
antibiotic-N	1	10	10	5	0	0	0	0	N
antibody-N	12	8	8	4	0	0	0	0	N
anticipate-V	11	10	9	4	0	0	0	0	V
antidote-N	2	8	7	3	0	0	0	0	N
antidote-V	2	8	7	3	0	0	0	0	V
antipathy-N	4	9	8	4	0	0	0	0	N
antiphonal-J	1	10	8	4	0	0	0	0	J
antiphonal-N	1	10	8	4	0	0	0	0	N
antipodes-N	1	9	9	4	0	0	0	0	N
antiquated-J	4	10	10	4	0	0	0	0	J
antique-J	12	7	5	2	484	492	549	439	J
antique-N	12	7	5	2	484	492	549	439	N
antique-V	12	7	5	3	484	492	549	439	V
antiquity-J	3	9	9	4	0	0	0	0	J
antiquity-N	3	9	9	4	0	0	0	0	N
antiseptic-J	6	10	10	4	0	0	0	0	J
antiseptic-N	6	10	10	4	0	0	0	0	N
antisocial-J	2	10	9	4	0	0	0	0	J
antithesis-N	3	10	9	4	0	0	0	0	N
antler-N	3	6	5	2	0	0	0	0	N
antler-N	3	6	5	2	0	0	0	0	N
ant-N	6	3	3	1	511	604	613	0	N
anvil-N	1	5	5	2	302	0	0	0	N
anvil-V	1	5	5	2	302	0	0	0	V
anxiety-N	42	7	7	4	548	241	422	0	N
anxious-J	29	7	6	2	544	0	376	0	J
any-A	1345	3	3	2	542	222	206	0	A
anybody-N	42	7	7	4	591	343	329	306	N
anybody-U	42	7	7	4	591	343	329	306	U
anyhow-A	20	6	5	3	0	0	0	0	A
any-J	1345	3	3	2	542	222	206	0	J
anyone-N	140	6	6	3	605	0	288	0	N
anyone-U	140	6	6	3	605	0	288	0	U
anything-A	280	8	6	3	0	0	0	0	A
anything-N	280	8	6	3	0	0	0	0	N
anything-U	280	8	6	3	0	0	0	0	U
any-U	1345	3	3	2	542	222	206	0	U
anyway-A	46	6	5	3	0	0	0	0	A
anywhere-A	39	8	6	3	0	0	0	0	A
anywhere-N	39	8	6	3	0	0	0	0	N
aorta-N	3	5	4	3	0	0	0	0	N
apache-N	1	6	4	2	0	0	0	0	N
apart-A	57	5	4	2	555	304	364	0	A
apartheid-N	3	9	7	3	0	0	0	0	N
apartment-N	81	9	8	3	491	575	556	522	N
apart-V	57	5	4	2	555	304	364	0	V
apathetic-J	1	9	8	4	0	0	0	0	J
apathy-N	3	6	5	3	472	364	376	0	N
ape-J	3	3	2	1	547	654	616	0	J
ape-N	3	3	2	1	547	654	616	0	N
aperture-N	8	8	6	3	356	467	424	639	N
ape-V	3	3	2	1	547	654	616	0	V
apex-N	4	4	5	2	321	408	375	0	N
apiece-A	2	6	4	2	0	0	0	0	A
aplomb-J	1	6	5	2	0	0	0	0	J
aplomb-N	1	6	5	2	0	0	0	0	N
apocalypse-N	2	10	9	4	0	0	0	0	N
apocryphal-J	1	10	9	4	0	0	0	0	J
apocrypha-N	1	9	8	4	0	0	0	0	N
apogee-N	2	6	5	3	0	0	0	0	N
apollonian-J	1	10	9	4	0	0	0	0	J
apologetic-J	3	10	10	5	0	0	0	0	J
apologetic-N	3	10	10	5	0	0	0	0	N
apologist-N	1	9	9	4	0	0	0	0	N
apologize-V	1	9	8	4	0	0	0	0	V
apology-N	3	7	7	4	510	311	400	406	N
apology-V	3	7	7	4	510	311	400	406	V
apostle-N	2	7	5	3	0	0	0	0	N
apostolic-J	4	9	9	4	0	0	0	0	J
apostolic-N	4	9	9	4	0	0	0	0	N
apothecary-N	3	10	9	5	0	0	0	0	N
apotheosis-N	1	10	9	5	0	0	0	0	N
appanage-N	1	8	6	3	0	0	0	0	N
apparatus-N	29	9	8	4	0	0	0	0	N
apparatus-N	29	9	8	4	0	0	0	0	N
apparel-N	3	7	6	3	0	0	0	0	N
apparel-V	3	7	6	3	0	0	0	0	V
apparent-J	57	8	7	3	531	0	266	0	J
apparently-A	125	10	9	4	0	0	0	0	A
apparent-N	57	8	7	3	531	0	266	0	N
apparent-V	57	8	7	3	531	0	266	0	V
apparition-N	3	10	8	4	0	0	0	0	N
appeal-N	62	6	4	2	514	333	402	431	N
appeal-V	62	6	4	2	514	333	402	431	V
appearance-N	57	10	7	3	578	358	425	0	N
appear-N	118	6	4	2	534	271	341	0	N
appear-V	118	6	3	2	534	271	341	0	V
appease-V	2	7	4	2	0	0	0	0	V
appendix-N	10	8	8	3	493	0	0	0	N
appendix-V	10	8	8	3	493	0	0	0	V
appetite-N	11	8	6	3	0	0	0	0	N
appian-J	1	6	5	2	0	0	0	0	J
applaud-N	5	7	5	2	0	0	0	0	N
applaud-V	5	7	5	2	0	0	0	0	V
applause-N	14	8	5	2	0	0	0	0	N
apple-N	9	5	3	2	598	620	637	211	N
apple-V	9	5	3	1	598	620	637	211	V
appliance-N	5	9	7	3	493	558	554	0	N
applicable-J	18	10	8	4	0	0	0	0	J
applicable-J	18	10	8	4	0	0	0	0	J
applicable-J	18	10	8	4	0	0	0	0	J
applicant-J	8	9	8	3	0	0	0	0	J
applicant-N	8	9	8	3	0	0	0	0	N
applicant-N	8	9	8	3	0	0	0	0	N
applied-J	106	7	5	2	0	0	0	0	J
applied-V	106	7	5	2	0	0	0	0	V
apply-V	56	5	4	2	0	0	0	0	V
appointed-V	42	9	7	3	0	0	0	0	V
appointee-N	2	9	6	3	0	0	0	0	N
appoint-N	6	7	5	2	0	0	0	0	N
appoint-V	6	7	5	2	0	0	0	0	V
apportion-V	1	9	6	3	0	0	0	0	V
appraisal-N	8	9	7	3	0	0	0	0	N
appraise-V	4	8	5	2	459	279	306	0	V
appreciate-V	26	10	8	4	552	0	300	0	V
apprehend-V	1	9	8	3	0	0	0	0	V
apprentice-J	15	10	8	3	0	0	0	0	J
apprentice-N	15	10	8	3	0	0	0	0	N
apprentice-V	15	10	8	3	0	0	0	0	V
approach-N	123	8	5	2	508	323	329	444	N
approach-V	123	8	6	2	508	323	329	444	V
approval-N	51	8	7	3	526	267	375	469	N
approved-V	40	8	6	3	0	0	0	0	V
approve-V	14	7	5	2	0	0	0	0	V
apricot-N	1	7	7	3	428	638	591	386	N
april-N	71	5	5	2	0	0	0	0	N
apron-N	7	5	5	2	516	0	565	0	N
apron-V	7	5	5	2	516	0	565	0	V
apropos-A	1	7	6	3	0	0	0	0	A
apropos-J	1	7	6	3	0	0	0	0	J
apropos-N	1	7	6	3	0	0	0	0	N
aptitude-N	3	8	8	3	505	241	310	0	N
apt-J	15	3	3	1	428	183	295	0	J
aptly-A	4	5	5	2	0	0	0	0	A
aptness-N	1	7	6	2	0	0	0	0	N
apt-V	15	3	3	1	428	183	295	0	V
aqueous-J	14	7	6	2	0	0	0	0	J
arabesque-N	1	9	7	3	0	0	0	0	N
arabian-J	2	7	7	3	0	0	0	0	J
arabian-N	2	7	7	3	0	0	0	0	N
arabic-J	6	6	6	3	0	0	0	0	J
arabic-N	6	6	6	3	0	0	0	0	N
arable-J	3	6	5	3	0	0	0	0	J
arab-N	2	4	4	2	0	0	0	0	N
arbiter-N	5	7	5	3	238	421	257	664	N
arbitrary-J	21	9	8	4	427	0	276	0	J
arbitrary-N	21	9	8	4	427	0	276	0	N
arbitrate-V	3	9	7	3	0	0	0	0	V
arboreal-J	1	8	7	3	0	0	0	0	J
arbor-N	1	5	3	2	289	430	374	0	N
arbor-N	1	5	3	2	289	430	374	0	N
arcade-N	3	6	4	2	0	0	0	0	N
arcade-V	3	6	4	2	0	0	0	0	V
archaic-J	5	7	5	3	0	0	0	0	J
archaism-N	1	8	7	4	0	0	0	0	N
archangel-N	3	9	7	3	0	0	0	0	N
archbishop-N	8	10	8	3	0	0	0	0	N
archbishop-V	8	10	7	3	0	0	0	0	V
arched-V	11	6	3	2	0	0	0	0	V
archery-N	1	7	6	3	351	470	550	433	N
arches-N	7	6	4	2	0	0	0	0	N
arches-V	7	6	4	2	0	0	0	0	V
arching-V	1	7	4	2	0	0	0	0	V
architect-N	22	9	7	3	0	0	0	0	N
arch-J	13	4	3	1	483	512	557	367	J
arch-N	13	4	3	1	483	512	557	367	N
arch-V	13	4	3	1	483	512	557	367	V
arc-N	41	3	2	1	397	471	494	0	N
arctic-J	4	6	5	2	0	0	0	0	J
arctic-N	4	6	5	2	0	0	0	0	N
ardent-J	12	6	5	2	364	0	347	0	J
arduous-J	4	7	6	2	0	0	0	0	J
area-N	323	4	3	2	560	384	394	392	N
are-N	4393	3	1	1	564	195	262	0	N
arena-N	7	5	5	3	0	0	0	0	N
are-V	4393	3	1	1	564	195	262	0	V
argon-N	7	5	4	2	0	0	0	0	N
argot-N	1	5	3	2	0	0	0	0	N
argue-V	29	5	4	2	564	0	412	0	V
argument-N	63	8	8	3	0	0	0	0	N
argument-V	63	8	8	3	0	0	0	0	V
arhat-N	1	5	4	2	0	0	0	0	N
arianism-N	1	8	9	4	0	0	0	0	N
aridity-N	2	7	7	4	0	0	0	0	N
arid-J	2	4	4	2	418	399	433	0	J
arise-N	28	5	4	2	409	0	354	0	N
arisen-V	4	6	5	3	0	0	0	0	V
arise-V	28	5	4	2	409	0	354	0	V
arithmetic-J	8	10	9	4	0	0	0	0	J
arithmetic-N	8	10	9	4	0	0	0	0	N
armadillo-N	2	9	7	4	181	558	401	0	N
armament-N	1	8	7	3	0	0	0	0	N
armchair-N	4	8	5	2	0	0	0	0	N
armed-V	60	5	3	2	0	0	0	0	V
armenian-J	1	8	7	3	0	0	0	0	J
armenian-N	1	8	7	3	0	0	0	0	N
armful-N	1	6	5	2	0	0	0	0	N
armhole-N	3	7	5	2	0	0	0	0	N
armistice-N	4	9	7	3	0	0	0	0	N
arm-N	94	3	2	1	608	592	593	192	N
armory-N	1	6	5	3	0	0	0	0	N
armour-N	2	6	3	2	406	591	536	400	N
armour-V	2	6	4	2	406	591	536	400	V
armpit-N	2	6	5	2	0	0	0	0	N
arm-V	94	3	2	1	608	592	593	192	V
army-N	132	4	3	2	555	543	578	317	N
arnica-N	1	6	5	3	0	0	0	0	N
aroma-N	3	5	5	3	0	0	0	0	N
aromatic-J	2	8	8	4	307	0	443	0	J
aromatic-N	2	8	8	4	307	0	443	0	N
arose-V	18	5	4	2	0	0	0	0	V
around-A	561	6	5	2	0	0	0	0	A
around-R	561	6	5	2	0	0	0	0	R
arousal-N	3	7	6	3	0	0	0	0	N
arouse-N	5	6	4	2	0	0	0	0	N
arouse-V	5	6	4	2	0	0	0	0	V
arrack-N	1	6	4	2	0	0	0	0	N
arrange-V	10	7	5	2	0	0	0	0	V
array-N	11	5	3	2	383	371	365	0	N
array-V	11	5	3	2	383	371	365	0	V
arrest-N	19	6	5	2	0	0	0	0	N
arrest-V	19	6	5	2	0	0	0	0	V
arrival-N	23	7	6	3	548	328	419	394	N
arrive-N	24	6	4	2	0	0	0	0	N
arrive-V	24	6	4	2	0	0	0	0	V
arrogance-N	3	9	7	3	0	0	0	0	N
arrogant-J	2	8	7	3	407	0	402	0	J
arrogant-N	2	8	7	3	407	0	402	0	N
arrogate-V	1	8	6	3	0	0	0	0	V
arrow-N	14	5	3	2	490	595	619	0	N
arrow-V	14	5	3	2	490	595	619	0	V
arsenal-N	3	7	5	3	0	0	0	0	N
arsenic-J	1	7	6	3	0	0	0	0	J
arsenic-N	1	7	5	2	0	0	0	0	N
arson-N	2	5	3	2	0	0	0	0	N
arterial-J	7	8	7	3	0	0	0	0	J
artery-J	46	6	5	3	0	0	0	0	J
artery-N	46	6	5	3	0	0	0	0	N
artery-V	46	6	5	3	0	0	0	0	V
artful-J	1	6	5	2	0	0	0	0	J
arthritis-N	3	9	7	3	0	0	0	0	N
article-N	68	7	5	3	533	479	421	406	N
article-V	68	7	5	3	533	479	421	406	V
articulate-J	8	10	9	4	0	0	0	0	J
articulate-N	8	10	9	4	0	0	0	0	N
articulate-V	8	10	9	4	0	0	0	0	V
artifice-N	1	8	6	3	252	388	240	637	N
artificer-N	1	9	7	4	0	0	0	0	N
artificial-J	17	10	8	4	514	350	386	0	J
artificial-N	17	10	7	4	514	350	386	0	N
artillery-N	11	9	7	4	0	0	0	0	N
artisan-J	2	7	6	3	0	0	0	0	J
artisan-N	2	7	6	3	0	0	0	0	N
artistic-J	33	8	7	3	468	0	441	0	J
artist-J	57	6	5	2	547	554	600	0	J
artist-N	57	6	5	2	547	554	600	0	N
artistry-N	3	8	7	3	0	0	0	0	N
art-N	208	3	2	1	529	440	493	0	N
art-V	208	3	2	1	529	440	493	0	V
arty-J	1	4	3	2	0	0	0	0	J
asbestos-N	1	8	8	3	427	578	513	578	N
ascendancy-N	1	10	9	4	0	0	0	0	N
ascending-V	4	9	7	3	0	0	0	0	V
ascend-V	1	6	5	2	0	0	0	0	V
ascent-N	1	6	5	2	0	0	0	0	N
ascertain-V	7	9	6	3	0	0	0	0	V
asceticism-N	1	10	10	5	0	0	0	0	N
ascetic-J	1	7	6	3	0	0	0	0	J
ascetic-N	1	7	6	3	0	0	0	0	N
ascribe-V	1	7	6	2	0	0	0	0	V
aseptic-J	1	7	7	3	0	0	0	0	J
aseptic-N	1	7	7	3	0	0	0	0	N
ashamed-J	16	7	5	2	516	325	397	0	J
ashen-J	2	5	3	2	274	351	395	0	J
ashmolean-J	1	9	8	3	0	0	0	0	J
ash-N	11	3	2	1	494	583	553	343	N
ashore-A	6	6	3	2	0	0	0	0	A
ash-V	11	3	2	1	494	583	553	343	V
asian-J	10	5	4	2	0	0	0	0	J
asiatic-J	1	7	7	4	0	0	0	0	J
asiatic-N	1	7	7	4	0	0	0	0	N
aside-A	67	5	4	2	0	0	0	0	A
aside-N	67	5	4	2	0	0	0	0	N
aside-R	67	5	4	2	0	0	0	0	R
asinine-J	2	7	6	3	0	0	0	0	J
askance-A	1	7	6	2	0	0	0	0	A
askance-J	1	7	6	2	0	0	0	0	J
askance-V	1	7	6	2	0	0	0	0	V
askew-A	1	5	5	2	0	0	0	0	A
askew-J	1	5	5	2	0	0	0	0	J
askew-N	1	5	5	2	0	0	0	0	N
asking-N	67	6	5	2	0	0	0	0	N
asking-V	67	6	5	2	0	0	0	0	V
ask-N	128	3	3	1	0	0	0	0	N
ask-V	128	3	3	1	0	0	0	0	V
asleep-A	29	6	5	2	0	0	0	0	A
asleep-J	29	6	5	2	0	0	0	0	J
asparagus-N	1	9	9	4	534	608	590	0	N
aspect-N	47	6	6	2	482	217	233	547	N
aspect-V	47	6	6	2	482	217	233	547	V
aspen-J	2	5	5	2	0	0	0	0	J
aspen-N	2	5	5	2	0	0	0	0	N
asphalt-J	3	7	6	2	488	583	569	0	J
asphalt-N	3	7	6	2	488	583	569	0	N
asphalt-V	3	7	6	2	488	583	569	0	V
aspirant-N	2	8	9	4	0	0	0	0	N
aspiration-N	3	10	9	4	0	0	0	0	N
aspire-V	3	6	5	3	0	0	0	0	V
aspiring-V	1	8	8	3	0	0	0	0	V
aspirin-N	3	7	7	3	546	574	542	0	N
assailant-J	2	9	7	3	0	0	0	0	J
assailant-N	2	9	7	3	0	0	0	0	N
assail-V	3	6	4	2	0	0	0	0	V
assassin-J	6	8	6	3	0	0	0	0	J
assassin-N	6	8	6	3	0	0	0	0	N
assassin-V	6	8	6	3	0	0	0	0	V
assault-A	15	7	5	2	470	410	481	0	A
assault-J	15	7	5	2	470	410	481	0	J
assault-N	15	7	5	2	470	410	481	0	N
assault-V	15	7	5	2	470	410	481	0	V
assay-N	1	5	3	2	0	0	0	0	N
assay-V	1	5	3	2	0	0	0	0	V
assemblage-N	3	10	8	3	286	0	0	0	N
assemble-N	9	8	6	2	482	394	413	417	N
assemble-V	9	8	6	3	482	394	413	417	V
assembly-N	50	8	7	3	0	0	0	0	N
assent-N	4	6	5	2	325	311	345	575	N
assent-V	4	6	5	2	325	311	345	575	V
assertion-N	7	9	6	3	0	0	0	0	N
assertive-J	2	9	6	3	0	0	0	0	J
assert-N	19	6	4	2	0	0	0	0	N
assert-V	19	6	4	2	0	0	0	0	V
assessed-V	9	8	5	3	0	0	0	0	V
assessment-J	23	10	8	3	0	0	0	0	J
assessment-N	23	10	8	3	0	0	0	0	N
assess-N	6	6	4	2	0	0	0	0	N
assessor-N	2	8	5	3	0	0	0	0	N
assess-V	6	6	4	2	0	0	0	0	V
asset-N	5	5	4	2	0	0	0	0	N
assets-N	13	6	5	2	0	0	0	0	N
assiduity-N	1	9	9	5	0	0	0	0	N
assignee-N	2	8	5	3	0	0	0	0	N
assignment-N	62	10	8	3	0	0	0	0	N
assign-N	18	6	4	2	0	0	0	0	N
assign-V	18	6	4	2	0	0	0	0	V
assimilate-N	2	10	8	4	0	0	0	0	N
assimilate-V	2	10	8	4	0	0	0	0	V
assistance-N	87	10	8	3	534	288	348	464	N
assistant-J	36	9	8	3	0	0	0	0	J
assistant-N	36	9	8	3	0	0	0	0	N
assist-V	26	6	5	2	516	342	368	0	V
ass-N	5	3	2	1	0	0	0	0	N
associated-V	61	10	9	4	0	0	0	0	V
associate-J	21	9	6	3	0	0	0	0	J
associate-N	21	9	7	4	0	0	0	0	N
associate-V	21	9	7	4	0	0	0	0	V
assonance-N	1	9	7	3	0	0	0	0	N
assortment-N	1	10	8	3	492	355	367	408	N
assume-V	63	6	5	2	0	0	0	0	V
assumption-N	41	10	8	3	521	0	257	0	N
assurance-N	19	9	7	3	0	0	0	0	N
assured-J	39	7	4	3	0	0	0	0	J
assuredly-A	4	9	8	4	0	0	0	0	A
assured-V	39	7	4	3	0	0	0	0	V
assure-N	37	6	4	2	0	0	0	0	N
assure-V	37	6	3	2	0	0	0	0	V
ass-V	5	3	2	1	0	0	0	0	V
assyrian-J	2	8	7	3	0	0	0	0	J
assyrian-N	2	8	7	3	0	0	0	0	N
asteroid-J	1	8	7	3	0	0	0	0	J
asteroid-N	1	8	7	3	0	0	0	0	N
asthma-N	1	6	4	2	0	0	0	0	N
