ITEM   	 BF_TP 	 LEN_L 	   N   	
mucosa	  16.00	   6	   0	
mud	   3.50	   3	   8	
muds	  13.67	   4	   5	
muff	   9.67	   4	   6	
muffs	  11.50	   5	   4	
mug	   6.50	   3	  13	
mugs	  18.00	   4	   6	
mulatto	  28.00	   7	   0	
mulberry	  39.29	   8	   0	
mulch	  29.25	   5	   2	
mule	  22.00	   4	   8	
mules	  78.50	   5	   6	
mulligans	  45.38	   9	   0	
multiples	  70.13	   9	   0	
multiplex	  28.88	   9	   1	
multitude	  35.25	   9	   0	
multitudes	  58.67	  10	   0	
mum	   4.50	   3	   9	
mumps	  32.25	   5	   6	
mums	  16.00	   4	   5	
mund	  21.67	   4	   3	
munition	  89.71	   8	   0	
munitions	  57.75	   9	   0	
murderer	  93.71	   8	   1	
murderers	  81.25	   9	   1	
murk	  19.00	   4	   4	
muscovite	  44.50	   9	   0	
muse	  19.33	   4	   7	
museum	  22.60	   6	   0	
museums	  21.67	   7	   0	
musica	  29.80	   6	   0	
musicals	  36.57	   8	   0	
musician	  38.71	   8	   0	
musicians	  43.13	   9	   0	
musk	  17.33	   4	  10	
musketeer	  35.25	   9	   0	
musketeers	  32.22	  10	   0	
mustaches	  77.13	   9	   0	
mutagen	  44.33	   7	   0	
mutation	  93.71	   8	   0	
mutations	  61.00	   9	   0	
mutineer	  75.86	   8	   0	
mutineers	  58.38	   9	   0	
mutinies	 126.86	   8	   0	
mutiny	  75.00	   6	   0	
mutt	  10.67	   4	   4	
mutterings	  39.00	  10	   0	
mutts	  46.25	   5	   3	
myelin	  16.60	   6	   0	
myriad	  23.60	   6	   0	
myrmidon	  26.71	   8	   0	
myrmidons	  36.25	   9	   0	
myrrh	   6.75	   5	   0	
mysteries	 129.38	   9	   0	
mystery	 103.67	   7	   1	
myth	   4.67	   4	   2	
myths	   6.00	   5	   2	
nad	   7.00	   3	  15	
nags	  20.67	   4	   9	
naik	  13.67	   4	   1	
nails	  45.50	   5	   8	
name	  16.00	   4	   9	
names	  71.25	   5	   3	
nanograms	  27.50	   9	   0	
nap	   7.00	   3	  13	
naps	  16.33	   4	   9	
narc	  23.00	   4	   2	
narcotic	  48.71	   8	   0	
narcotics	  73.38	   9	   0	
nard	  28.00	   4	   8	
narration	 124.50	   9	   0	
narrative	 101.13	   9	   0	
narratives	  72.00	  10	   0	
narrator	  61.29	   8	   0	
narrators	  83.13	   9	   0	
narrowness	  47.22	  10	   0	
nastiness	  90.63	   9	   0	
nationals	  39.88	   9	   0	
nausea	  36.80	   6	   0	
nautilus	  32.43	   8	   0	
nav	   2.00	   3	   4	
navajo	   8.80	   6	   0	
navajos	  11.00	   7	   0	
nave	  13.33	   4	  10	
nays	  10.67	   4	  10	
naysayer	  32.57	   8	   0	
naysayers	  42.75	   9	   0	
nazism	  19.40	   6	   0	
nebraskans	  23.67	  10	   0	
nebula	  12.20	   6	   0	
neck	  21.33	   4	   5	
necklaces	  70.63	   9	   0	
necks	  37.00	   5	   1	
necrosis	  28.86	   8	   1	
needlework	  18.44	  10	   0	
neer	  24.33	   4	   9	
neet	  22.33	   4	   8	
neg	   4.00	   3	   9	
negation	  87.71	   8	   1	
negatives	  69.75	   9	   0	
negligence	  43.44	  10	   0	
nein	  12.67	   4	   3	
nematodes	  65.75	   9	   0	
nemesis	  18.17	   7	   0	
neophyte	  28.86	   8	   0	
neophytes	  81.13	   9	   0	
neoprene	  37.14	   8	   0	
nerd	  15.67	   4	   2	
nerds	  34.25	   5	   2	
nerve	  24.50	   5	   3	
nerves	 102.60	   6	   2	
nest	  21.00	   4	  13	
nests	  48.50	   5	   6	
net	   7.50	   3	  16	
nets	  22.67	   4	  12	
networking	 123.22	  10	   0	
neuroses	  93.86	   8	   1	
neurosis	  22.00	   8	   1	
neutering	 237.13	   9	   0	
neutralist	  49.44	  10	   1	
neutrino	 157.14	   8	   0	
neutrinos	  30.25	   9	   0	
newcomer	  41.29	   8	   0	
newcomers	  53.00	   9	   0	
newlywed	 132.86	   8	   0	
newlyweds	  12.75	   9	   0	
news	  11.67	   4	   6	
newscaster	  44.44	  10	   0	
newsletter	  45.00	  10	   0	
newspaper	  26.75	   9	   0	
newspapers	  29.22	  10	   0	
newswoman	  14.63	   9	   0	
ngai	   0.00	   4	   0	
niacin	  21.00	   6	   0	
nib	   5.00	   3	   9	
nibs	  10.67	   4	   5	
niceties	 134.29	   8	   1	
nicety	  32.20	   6	   2	
niche	   8.50	   5	   0	
nicotine	 178.29	   8	   0	
niece	  16.25	   5	   1	
night	  12.50	   5	   8	
nights	  44.40	   6	   6	
nihilists	  36.38	   9	   0	
nils	  17.33	   4	   4	
nincompoop	  13.33	  10	   0	
nip	   7.00	   3	  13	
nips	  15.00	   4	  10	
nitrogen	  34.43	   8	   0	
nobleman	  23.00	   8	   1	
nobodies	 102.71	   8	   0	
nock	  23.33	   4	  12	
node	  16.33	   4	  10	
nodes	  74.75	   5	   5	
nods	  16.67	   4	   8	
noes	  18.00	   4	   9	
noh	   2.50	   3	   5	
noir	  10.33	   4	   0	
noise	  28.00	   5	   3	
nom	   4.00	   3	   8	
nominee	  44.83	   7	   0	
nominees	 111.43	   8	   0	
nonce	  26.75	   5	   1	
nonevent	  52.43	   8	   0	
nonfiction	 132.22	  10	   0	
nonhuman	  31.29	   8	   0	
nonmembers	  44.56	  10	   0	
nonnatives	  73.89	  10	   0	
nonpayment	  50.67	  10	   0	
nonsmoker	  39.75	   9	   0	
nonstarter	  67.00	  10	   0	
nonunion	  62.14	   8	   0	
nook	  25.00	   4	   7	
nooks	  44.25	   5	   5	
noon	  25.67	   4	   7	
noons	  42.50	   5	   4	
noose	  37.25	   5	   4	
norm	  20.33	   4	   3	
normalcy	  33.43	   8	   1	
norms	  31.50	   5	   3	
norse	  36.25	   5	   7	
north	  34.00	   5	   2	
northerner	  48.11	  10	   0	
norwegians	  29.89	  10	   0	
nose	  18.33	   4	  10	
nosiness	  85.00	   8	   1	
nostalgia	  33.88	   9	   1	
notables	 104.43	   8	   0	
notary	  38.60	   6	   1	
notation	  88.71	   8	   1	
notations	  60.13	   9	   1	
notch	  31.00	   5	   1	
note	  19.00	   4	   9	
notes	  80.50	   5	   5	
notochord	  35.50	   9	   0	
noun	  13.00	   4	   2	
nouns	  42.75	   5	   0	
nous	  13.67	   4	   3	
novelist	  83.57	   8	   0	
novelists	  49.38	   9	   0	
novella	  21.33	   7	   0	
novelties	 116.38	   9	   0	
novelty	  27.00	   7	   0	
novices	 104.67	   7	   1	
nowaday	  20.17	   7	   0	
nuances	 106.17	   7	   0	
nub	   5.00	   3	   9	
nuclei	  39.80	   6	   0	
nucleus	  35.00	   7	   0	
nudes	  70.75	   5	   2	
nudge	  19.00	   5	   3	
nudity	  35.40	   6	   0	
nuisances	  66.13	   9	   0	
nuke	   9.67	   4	   3	
nukes	  66.75	   5	   2	
numeral	  47.00	   7	   0	
numerals	  56.57	   8	   0	
nun	   6.00	   3	  10	
nunnery	  94.83	   7	   1	
nuns	  23.33	   4	   7	
nurse	  28.75	   5	   2	
nurseries	 122.50	   9	   0	
nursery	  95.83	   7	   0	
nurturer	  85.00	   8	   1	
nut	   6.50	   3	  14	
nutcracker	  30.00	  10	   0	
nutrient	  55.71	   8	   0	
nutrients	  58.50	   9	   0	
nutrition	 111.13	   9	   0	
nuts	  21.33	   4	   9	
nymph	   8.25	   5	   1	
nymphs	  14.80	   6	   0	
oak	   3.00	   3	   4	
oaks	   6.00	   4	   2	
oar	   7.00	   3	  13	
oars	  26.00	   4	  10	
oasis	  15.00	   5	   2	
oat	   8.50	   3	  18	
oath	  14.00	   4	   6	
oaths	  19.75	   5	   3	
oats	  24.67	   4	  13	
obfuscate	  37.50	   9	   0	
objection	  96.75	   9	   0	
objections	  52.11	  10	   0	
objective	  73.38	   9	   0	
objectives	  59.33	  10	   0	
objector	  22.29	   8	   0	
objectors	  55.38	   9	   0	
observance	  48.22	  10	   0	
observer	  69.14	   8	   2	
observers	  74.88	   9	   0	
obsession	  72.63	   9	   0	
obsessions	  45.89	  10	   0	
obstacle	  44.57	   8	   0	
obstacles	  82.88	   9	   0	
obstetrics	  42.33	  10	   0	
occasion	  49.29	   8	   0	
occasions	  46.00	   9	   0	
occident	  43.57	   8	   1	
occlusion	  63.50	   9	   0	
occupant	  34.86	   8	   0	
occupants	  37.50	   9	   0	
occurrence	  38.78	  10	   0	
oceanfront	  31.00	  10	   0	
octagon	  22.67	   7	   0	
octillion	  75.50	   9	   0	
octopi	   7.40	   6	   0	
octopus	  14.17	   7	   0	
oddities	 137.29	   8	   0	
oddity	  31.80	   6	   0	
odds	   8.67	   4	   1	
ode	   1.50	   3	   4	
odeon	   8.50	   5	   0	
odes	  11.00	   4	   4	
odorant	  35.50	   7	   0	
odyssey	  25.00	   7	   0	
offender	  66.71	   8	   1	
offenders	  65.75	   9	   0	
offenses	  99.43	   8	   1	
offerings	  61.88	   9	   0	
officer	  73.33	   7	   1	
officers	  75.43	   8	   0	
offices	  99.33	   7	   1	
officials	  31.63	   9	   0	
offs	   0.00	   4	   0	
ohm	   0.00	   3	   0	
ohms	   7.33	   4	   0	
oil	   2.00	   3	   3	
oils	  16.00	   4	   3	
olds	   7.33	   4	   1	
oldsmobile	  16.56	  10	   0	
olefins	 160.17	   7	   0	
oligarch	  21.71	   8	   0	
oligarchs	  16.50	   9	   1	
olympics	  21.71	   8	   0	
ombudsman	  14.63	   9	   0	
omega	   4.00	   5	   0	
omission	  47.43	   8	   1	
omissions	  45.50	   9	   1	
omnibus	  18.50	   7	   0	
oneida	   8.80	   6	   0	
ones	  13.67	   4	   3	
onlooker	  36.14	   8	   0	
onlookers	  43.50	   9	   0	
ons	   0.50	   3	   2	
oohs	   1.33	   4	   1	
oomph	  13.25	   5	   0	
opener	 107.60	   6	   1	
openers	 118.33	   7	   0	
opening	 268.83	   7	   0	
openings	  54.43	   8	   0	
openness	  77.14	   8	   0	
opiate	  24.20	   6	   0	
opiates	 136.33	   7	   0	
opinion	  53.00	   7	   0	
opinions	  47.00	   8	   0	
opium	   7.00	   5	   0	
opossum	  18.50	   7	   0	
opponent	  55.86	   8	   0	
opponents	  44.88	   9	   0	
opposites	  90.13	   9	   0	
oppression	  92.11	  10	   0	
oppressor	  41.38	   9	   0	
oppressors	  52.11	  10	   0	
ops	   2.00	   3	   2	
optician	  39.43	   8	   0	
optimist	  50.29	   8	   1	
optimists	  34.25	   9	   0	
opulence	  40.57	   8	   0	
oracle	  66.20	   6	   0	
oracles	 158.50	   7	   0	
oranges	 132.33	   7	   0	
oration	  86.50	   7	   1	
orations	  65.14	   8	   0	
orator	  46.40	   6	   0	
orators	 101.67	   7	   1	
orb	   1.50	   3	   1	
orbiter	 104.67	   7	   2	
orbiters	  86.14	   8	   1	
orchestra	  26.13	   9	   0	
orchestras	  22.56	  10	   1	
ord	   1.00	   3	   4	
ordinance	  44.38	   9	   0	
ore	   3.00	   3	   7	
ores	  16.67	   4	   3	
orf	   1.00	   3	   4	
organics	  37.57	   8	   0	
organist	  58.29	   8	   1	
orgasm	  13.40	   6	   0	
orgasms	  12.67	   7	   0	
orifice	  43.00	   7	   0	
origin	  35.40	   6	   0	
origins	 180.33	   7	   0	
oriole	  62.00	   6	   0	
orioles	 147.33	   7	   0	
ornament	  41.71	   8	   0	
ornaments	  43.63	   9	   0	
orphanage	  24.63	   9	   0	
orpheum	  14.33	   7	   0	
osmium	  10.00	   6	   0	
osmosis	   8.83	   7	   0	
ostriches	  74.75	   9	   0	
otherness	  77.00	   9	   0	
ottoman	  15.50	   7	   0	
ounce	  22.50	   5	   0	
outages	 112.33	   7	   0	
outfielder	  21.22	  10	   0	
outfitter	  66.75	   9	   0	
outfitters	  38.78	  10	   0	
outhouses	  73.88	   9	   0	
outlawry	  32.43	   8	   0	
outpatient	  47.56	  10	   0	
outpouring	 137.44	  10	   0	
outrages	 102.86	   8	   1	
outriders	  69.13	   9	   1	
outriggers	  38.67	  10	   0	
outs	  21.00	   4	   8	
outsider	  60.43	   8	   0	
outsiders	  56.88	   9	   1	
ovaries	 140.17	   7	   0	
ovary	  28.00	   5	   0	
ovation	  65.67	   7	   1	
ovations	  55.00	   8	   0	
overalls	  52.57	   8	   0	
overbuilt	  21.50	   9	   0	
overcoat	  34.71	   8	   0	
overcoats	  47.50	   9	   0	
overdose	  37.57	   8	   1	
overdraft	  28.13	   9	   0	
overdrive	  61.38	   9	   0	
overflight	  16.78	  10	   0	
overflow	  29.14	   8	   0	
overhang	 151.71	   8	   1	
overhaul	  34.86	   8	   0	
overheads	  30.75	   9	   0	
overkill	  44.57	   8	   0	
overland	  50.14	   8	   1	
overlap	  19.67	   7	   1	
overlay	  24.67	   7	   1	
overlays	  43.00	   8	   1	
overload	  35.57	   8	   1	
overlock	  36.57	   8	   1	
overlord	  46.00	   8	   1	
overlords	  30.38	   9	   0	
overpass	  49.43	   8	   0	
override	  60.29	   8	   1	
overruns	  45.57	   8	   0	
oversea	  31.33	   7	   1	
oversight	  29.88	   9	   1	
overstock	  39.00	   9	   0	
overtime	  75.43	   8	   0	
overtone	  53.71	   8	   1	
overtones	  77.75	   9	   0	
overture	  44.29	   8	   1	
overtures	  82.00	   9	   0	
overview	  46.57	   8	   0	
overviews	  22.13	   9	   0	
owl	   2.00	   3	   3	
owls	   4.33	   4	   3	
ownership	  35.00	   9	   0	
oxidants	  42.86	   8	   0	
oxygen	  40.80	   6	   0	
pace	  23.67	   4	  14	
pacemaker	  41.50	   9	   0	
pacemakers	  36.11	  10	   0	
pachinko	  41.29	   8	   0	
pacifist	  58.57	   8	   1	
pacifists	  42.50	   9	   0	
packagers	  59.00	   9	   0	
packages	 103.14	   8	   1	
packaging	 195.38	   9	   0	
packs	  50.25	   5	  11	
pact	  20.67	   4	   7	
pacts	  52.50	   5	   5	
pad	  10.00	   3	  19	
pads	  22.33	   4	  11	
page	  20.67	   4	  11	
pageantry	  42.13	   9	   0	
pagoda	  27.80	   6	   0	
pagodas	  27.17	   7	   0	
pail	  28.00	   4	  14	
pails	  54.00	   5	  10	
pain	  29.33	   4	  10	
painkiller	  28.00	  10	   0	
pains	  57.50	   5	   7	
pair	  24.67	   4	   7	
pairs	  40.75	   5	   4	
pais	  23.67	   4	  12	
pajama	  22.40	   6	   2	
pajamas	  26.67	   7	   1	
pal	   5.50	   3	   9	
palaces	 120.50	   7	   1	
palazzo	  32.83	   7	   0	
palisades	  78.88	   9	   0	
pall	  38.33	   4	  15	
pallone	  77.17	   7	   0	
palm	  24.67	   4	   5	
palmetto	  33.14	   8	   0	
palmistry	  41.38	   9	   0	
palms	  33.75	   5	   2	
pals	  25.67	   4	  10	
pan	   9.00	   3	  19	
pancreas	  47.29	   8	   0	
pane	  37.00	   4	  17	
paneling	 305.14	   8	   0	
panelist	 101.29	   8	   0	
panelists	  57.13	   9	   0	
panes	  97.50	   5	  13	
pang	  35.67	   4	  13	
pangs	  45.00	   5	   7	
panhandle	  45.00	   9	   0	
panhandler	  33.11	  10	   0	
panoply	  66.33	   7	   0	
pans	  38.33	   4	  19	
pant	  35.33	   4	  11	
pantaloons	  40.22	  10	   0	
pantheon	  62.00	   8	   0	
pantomime	  37.13	   9	   0	
pants	  66.50	   5	   7	
pantyhose	  33.25	   9	   0	
pap	  10.00	   3	  22	
papacy	  31.80	   6	   0	
papaya	  28.00	   6	   0	
papayas	  29.00	   7	   0	
paperback	  45.63	   9	   0	
paperbacks	  29.56	  10	   0	
paperboy	  43.71	   8	   0	
paperboys	  42.63	   9	   0	
papering	 296.57	   8	   2	
paperwork	  53.13	   9	   0	
paprika	  44.33	   7	   0	
par	   9.50	   3	  18	
parable	  84.00	   7	   1	
parables	 135.00	   8	   0	
parachute	  56.25	   9	   0	
parachutes	  78.11	  10	   0	
paradigm	  60.57	   8	   0	
paradigms	  39.13	   9	   0	
paradise	  80.14	   8	   0	
paradox	  59.67	   7	   0	
paraffin	  48.71	   8	   0	
paragon	  69.67	   7	   0	
paragraph	  44.38	   9	   0	
paragraphs	  27.89	  10	   0	
parakeet	  53.86	   8	   0	
parakeets	  49.00	   9	   0	
parallels	  63.38	   9	   0	
parapet	  77.83	   7	   0	
parasite	  90.00	   8	   0	
parasites	 115.50	   9	   0	
paratroop	  47.25	   9	   0	
paratroops	  25.44	  10	   0	
parboiling	 139.33	  10	   0	
parc	  31.33	   4	   7	
parentage	  63.50	   9	   0	
parenthood	  34.33	  10	   0	
parenting	 263.13	   9	   0	
pariah	  63.80	   6	   1	
pariahs	  58.83	   7	   0	
parishes	 138.43	   8	   0	
parity	  80.20	   6	   2	
park	  36.33	   4	  13	
parks	  55.75	   5	   7	
parliament	  49.78	  10	   0	
parmesan	  50.57	   8	   0	
parodies	 134.57	   8	   1	
parody	  58.20	   6	   0	
parolee	 100.50	   7	   1	
parolees	 124.00	   8	   0	
pars	  35.67	   4	  21	
parsonage	  47.50	   9	   1	
part	  36.67	   4	  17	
parthenon	  72.75	   9	   0	
particle	  71.29	   8	   0	
particles	 102.38	   9	   0	
partisans	  70.13	   9	   0	
partition	 129.75	   9	   0	
partitions	  70.56	  10	   0	
partridges	  65.67	  10	   1	
parts	  67.75	   5	   9	
paseo	  31.75	   5	   0	
passages	 103.14	   8	   0	
passageway	  13.11	  10	   0	
passenger	  59.00	   9	   0	
passengers	  48.00	  10	   0	
passerby	  46.43	   8	   0	
passersby	  45.88	   9	   0	
passover	  62.14	   8	   0	
past	  35.00	   4	  14	
paste	  41.00	   5	   8	
pastes	 153.40	   6	   6	
pastrami	  52.14	   8	   0	
pasts	  64.00	   5	  12	
patch	  46.50	   5	   7	
pate	  28.33	   4	  15	
patella	  42.67	   7	   0	
path	  23.67	   4	   8	
pathfinder	  37.00	  10	   0	
pathogen	  45.86	   8	   0	
pathogens	  48.75	   9	   0	
paths	  31.25	   5	   4	
patina	  88.20	   6	   0	
patio	  30.00	   5	   1	
patriarch	  39.88	   9	   0	
patriarchs	  25.00	  10	   1	
patrician	  53.50	   9	   0	
patriot	  60.00	   7	   0	
patriots	  67.29	   8	   0	
patrolman	  42.25	   9	   1	
patrolmen	  44.00	   9	   1	
patronage	  48.13	   9	   0	
patroness	  85.25	   9	   0	
paucity	  47.50	   7	   0	
pause	  36.25	   5	   2	
pavilion	  85.43	   8	   0	
pavilions	  58.75	   9	   0	
paw	   8.50	   3	  16	
pawn	  20.00	   4	   7	
pawns	  32.75	   5	   4	
paws	  20.67	   4	  12	
pax	   6.50	   3	  12	
payola	  25.40	   6	   0	
pea	   6.50	   3	  11	
peace	  44.75	   5	   3	
peacemaker	  34.56	  10	   0	
peach	  52.50	   5	   7	
peak	  28.33	   4	  11	
peaks	  54.75	   5	   6	
pear	  33.67	   4	  15	
pearls	  64.60	   6	   1	
pears	  55.75	   5	  15	
peas	  28.67	   4	  11	
peasantry	  48.88	   9	   0	
peat	  33.33	   4	  14	
pectoral	  51.86	   8	   0	
pectoris	  36.29	   8	   0	
pedestal	  55.57	   8	   0	
pedestals	  52.75	   9	   0	
pedicure	  37.86	   8	   0	
pedicures	  85.38	   9	   0	
pedigree	  55.43	   8	   0	
pedigrees	  74.75	   9	   0	
pedophile	  40.63	   9	   0	
pedophiles	  54.33	  10	   0	
peek	  24.00	   4	  10	
peels	  43.25	   5	   7	
peep	  25.00	   4	  10	
peeps	  35.75	   5	   7	
peer	  26.67	   4	  11	
peers	  36.25	   5	   7	
peeve	  27.00	   5	   0	
pegs	  18.33	   4	   7	
pelican	  44.17	   7	   0	
pelicans	  60.00	   8	   0	
pellagra	  38.86	   8	   0	
pelts	  53.00	   5	   4	
pen	   9.50	   3	  20	
penalties	 121.50	   9	   0	
penalty	  47.00	   7	   0	
pence	  30.25	   5	   4	
pendulum	  36.00	   8	   0	
penises	 128.50	   7	   0	
pens	  26.33	   4	  12	
pensioners	  56.44	  10	   0	
pent	  23.33	   4	  18	
pentathlon	  51.56	  10	   0	
pentecost	  49.75	   9	   0	
penthouses	  67.67	  10	   0	
pentothal	  42.00	   9	   0	
penury	  41.20	   6	   0	
peonies	 132.50	   7	   1	
peony	  24.00	   5	   2	
pep	   5.50	   3	  13	
peppermint	 104.00	  10	   0	
percentage	  41.22	  10	   0	
percentile	  96.89	  10	   0	
perception	 119.67	  10	   0	
perch	  36.00	   5	   2	
percussion	  90.78	  10	   0	
peregrine	 155.00	   9	   0	
perfection	 128.22	  10	   0	
perfidy	  36.67	   7	   0	
performer	  49.38	   9	   1	
performers	  54.22	  10	   0	
peridot	  41.67	   7	   0	
period	  40.20	   6	   0	
periods	  50.17	   7	   0	
periscope	  37.13	   9	   0	
periscopes	  64.11	  10	   0	
perjurer	  83.86	   8	   1	
perjury	  48.67	   7	   0	
perk	  18.00	   4	   7	
perks	  44.00	   5	   5	
perle	  29.50	   5	   0	
permanence	  55.00	  10	   0	
permission	  92.89	  10	   0	
peroxide	  36.14	   8	   0	
pers	  17.33	   4	   8	
perse	  35.00	   5	   3	
persona	  49.50	   7	   1	
personae	  37.57	   8	   1	
personals	  47.13	   9	   0	
personnel	  42.50	   9	   0	
persuasion	  84.33	  10	   0	
perusal	  47.33	   7	   0	
perversion	  97.56	  10	   0	
peseta	  25.00	   6	   0	
pesetas	  35.33	   7	   0	
pessimist	  54.88	   9	   1	
pessimists	  43.22	  10	   0	
pest	  23.33	   4	  14	
pesticide	  60.00	   9	   0	
pesticides	  81.22	  10	   0	
pestilence	  61.56	  10	   0	
pests	  52.50	   5	   8	
pet	  10.00	   3	  22	
petition	  99.29	   8	   0	
petitions	  70.13	   9	   0	
pets	  25.00	   4	  16	
petticoat	  39.38	   9	   0	
petticoats	  51.89	  10	   0	
pettiness	  90.00	   9	   0	
petulance	  53.25	   9	   0	
pew	   7.50	   3	  14	
pews	  14.00	   4	   8	
phagocytes	  66.33	  10	   0	
phalanges	  71.88	   9	   0	
pharmacies	  63.00	  10	   0	
pharmacist	  30.56	  10	   0	
pharmacy	  32.14	   8	   0	
phase	  33.50	   5	   1	
phenotype	  13.38	   9	   0	
phenotypes	  44.56	  10	   0	
pheromone	  41.50	   9	   0	
pheromones	  61.56	  10	   0	
phi	   1.50	   3	   1	
philistine	 123.56	  10	   0	
phlebitis	  21.13	   9	   0	
phobia	  18.20	   6	   1	
phobias	  22.17	   7	   0	
phone	  25.50	   5	   3	
phones	 102.00	   6	   2	
phonetics	  64.00	   9	   0	
phonograph	  15.78	  10	   1	
phosphorus	  24.44	  10	   0	
photograph	  18.78	  10	   1	
phrase	  33.00	   6	   0	
physicals	  26.75	   9	   0	
physician	  26.88	   9	   0	
physicians	  34.11	  10	   0	
physicist	  36.63	   9	   0	
physicists	  37.78	  10	   0	
physio	   5.80	   6	   0	
pianist	  66.83	   7	   0	
pianists	  54.71	   8	   0	
piano	  21.00	   5	   0	
pianos	  25.40	   6	   0	
piazza	  13.60	   6	   0	
pic	   4.00	   3	   8	
picante	  42.67	   7	   0	
picayune	  21.43	   8	   0	
picketers	  60.38	   9	   0	
pickler	 130.00	   7	   2	
pickpocket	   8.78	  10	   0	
pie	   6.00	   3	  11	
piece	  21.50	   5	   1	
pier	  17.00	   4	   5	
piers	  29.25	   5	   2	
pies	  22.67	   4	  10	
pieties	 149.17	   7	   0	
piety	  25.25	   5	   0	
pig	   7.00	   3	  14	
pigeonhole	  27.11	  10	   0	
piggyback	  15.25	   9	   0	
pigs	  21.33	   4	  11	
pike	  15.67	   4	   8	
pikes	  73.75	   5	   7	
pilasters	  64.50	   9	   0	
pile	  29.67	   4	  12	
piles	  82.50	   5	  11	
pilferage	  44.88	   9	   0	
pilgrimage	  15.11	  10	   0	
pill	  34.67	   4	  14	
pillory	  70.00	   7	   0	
pills	  52.00	   5	  11	
pimp	  15.33	   4	   3	
pimps	  32.25	   5	   2	
pin	   8.50	   3	  18	
pinch	  45.75	   5	   5	
pine	  34.33	   4	  18	
pineapple	  27.50	   9	   0	
pineapples	  50.89	  10	   0	
pines	  92.00	   5	  16	
ping	  33.00	   4	  13	
pings	  39.50	   5	   9	
pinks	  51.00	   5	  10	
pinnacle	  37.14	   8	   0	
pins	  35.67	   4	  18	
pint	  32.67	   4	  11	
pints	  61.00	   5	   7	
pioneer	  79.50	   7	   0	
pioneers	  68.71	   8	   0	
pipe	  16.67	   4	   7	
pipes	  76.25	   5	   7	
pips	  19.67	   4	  15	
pique	  11.00	   5	   0	
piracy	  29.00	   6	   0	
piranha	  32.50	   7	   0	
pirouette	  37.63	   9	   0	
pirouettes	  71.56	  10	   0	
pit	   8.00	   3	  18	
pitch	  34.50	   5	   7	
pith	  17.00	   4	   4	
pits	  27.67	   4	  19	
place	  38.75	   5	   4	
placebo	  42.67	   7	   0	
placebos	  31.00	   8	   0	
placenta	  52.00	   8	   0	
plague	  30.80	   6	   1	
plagues	 114.83	   7	   2	
plaid	  35.50	   5	   2	
plains	  88.60	   6	   2	
plait	  35.00	   5	   3	
plan	  17.67	   4	   3	
plane	  41.25	   5	   6	
planes	 118.20	   6	   6	
plank	  40.75	   5	   8	
planks	  50.80	   6	   5	
plans	  49.75	   5	   5	
plant	  43.50	   5	   5	
plantation	 138.22	  10	   0	
plants	  68.80	   6	   3	
plaque	  29.20	   6	   1	
plaques	 112.50	   7	   1	
plasterer	  65.88	   9	   1	
plate	  39.75	   5	   4	
plates	 137.80	   6	   4	
platitude	  45.88	   9	   0	
platitudes	  66.22	  10	   0	
platypus	  35.43	   8	   0	
playhouses	  53.67	  10	   0	
plea	   9.67	   4	   2	
pleas	  28.75	   5	   3	
